Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,tissue_type
SRR1146144,RNA-Seq,79,3033300511,PRJNA236547,SAMN02597933,1803624374,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451369,GSM1315682,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315682,normal_skin,SRP035988,normal skin
SRR1146145,RNA-Seq,79,3116029074,PRJNA236547,SAMN02597936,1468879660,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451370,GSM1315683,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315683,normal_skin,SRP035988,normal skin
SRR1146146,RNA-Seq,79,2376142724,PRJNA236547,SAMN02597950,1874914835,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451371,GSM1315684,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315684,normal_skin,SRP035988,normal skin
SRR1146147,RNA-Seq,79,3293251512,PRJNA236547,SAMN02597932,1973951724,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451372,GSM1315685,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315685,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146148,RNA-Seq,79,4011638486,PRJNA236547,SAMN02597941,2414001508,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451373,GSM1315686,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315686,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146149,RNA-Seq,79,2919643764,PRJNA236547,SAMN02597938,1735020855,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451374,GSM1315687,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315687,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146150,RNA-Seq,79,4155269650,PRJNA236547,SAMN02597948,1887926148,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451375,GSM1315688,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315688,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146151,RNA-Seq,79,3067548275,PRJNA236547,SAMN02597951,1957075176,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451376,GSM1315689,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315689,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146152,RNA-Seq,79,2472899949,PRJNA236547,SAMN02597955,1463388797,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451377,GSM1315690,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315690,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146153,RNA-Seq,79,2488490204,PRJNA236547,SAMN02597947,1459770274,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451378,GSM1315691,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315691,normal_skin,SRP035988,normal skin
SRR1146154,RNA-Seq,79,3300606728,PRJNA236547,SAMN02597946,1983389167,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451379,GSM1315692,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315692,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146155,RNA-Seq,79,3965329160,PRJNA236547,SAMN02597954,2446358575,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451380,GSM1315693,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315693,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146156,RNA-Seq,79,4321637172,PRJNA236547,SAMN02597962,3399670550,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451381,GSM1315694,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315694,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146157,RNA-Seq,79,3688058041,PRJNA236547,SAMN02597949,2205689000,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451382,GSM1315695,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315695,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146158,RNA-Seq,79,3695885598,PRJNA236547,SAMN02597961,2209186004,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451383,GSM1315696,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315696,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146159,RNA-Seq,79,3516509778,PRJNA236547,SAMN02597944,2091661419,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451384,GSM1315697,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315697,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146160,RNA-Seq,79,3673445964,PRJNA236547,SAMN02597957,2202000331,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451385,GSM1315698,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315698,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146161,RNA-Seq,79,2780411478,PRJNA236547,SAMN02597970,1692707941,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451386,GSM1315699,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315699,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146162,RNA-Seq,79,2868391329,PRJNA236547,SAMN02597945,1741381104,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451387,GSM1315700,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315700,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146163,RNA-Seq,79,2801275220,PRJNA236547,SAMN02597952,1756799058,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451388,GSM1315701,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315701,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146164,RNA-Seq,79,3226632234,PRJNA236547,SAMN02597974,1938925116,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451389,GSM1315702,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315702,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146165,RNA-Seq,79,3242377803,PRJNA236547,SAMN02597964,1991333794,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451390,GSM1315703,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315703,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146166,RNA-Seq,79,2160480308,PRJNA236547,SAMN02597956,1278601712,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451391,GSM1315704,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315704,normal_skin,SRP035988,normal skin
SRR1146167,RNA-Seq,79,3736982030,PRJNA236547,SAMN02597971,2940899158,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451392,GSM1315705,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315705,normal_skin,SRP035988,normal skin
SRR1146168,RNA-Seq,79,3070832858,PRJNA236547,SAMN02597953,1889660880,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451393,GSM1315706,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315706,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146169,RNA-Seq,79,2660126394,PRJNA236547,SAMN02597969,1241193962,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451394,GSM1315707,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315707,normal_skin,SRP035988,normal skin
SRR1146170,RNA-Seq,79,2823611364,PRJNA236547,SAMN02597958,1793241598,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451395,GSM1315708,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315708,normal_skin,SRP035988,normal skin
SRR1146171,RNA-Seq,79,3823469176,PRJNA236547,SAMN02597966,3052274464,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451396,GSM1315709,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315709,normal_skin,SRP035988,normal skin
SRR1146172,RNA-Seq,79,3603268526,PRJNA236547,SAMN02597960,2873315301,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451397,GSM1315710,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315710,normal_skin,SRP035988,normal skin
SRR1146173,RNA-Seq,79,2829033055,PRJNA236547,SAMN02597959,1668927426,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451398,GSM1315711,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315711,normal_skin,SRP035988,normal skin
SRR1146174,RNA-Seq,79,3818500708,PRJNA236547,SAMN02597963,3059930208,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451399,GSM1315712,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315712,normal_skin,SRP035988,normal skin
SRR1146175,RNA-Seq,79,4352296914,PRJNA236547,SAMN02597965,2593375322,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451400,GSM1315713,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315713,normal_skin,SRP035988,normal skin
SRR1146176,RNA-Seq,79,4263212959,PRJNA236547,SAMN02597973,2583703209,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451401,GSM1315714,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315714,normal_skin,SRP035988,normal skin
SRR1146177,RNA-Seq,79,3068305016,PRJNA236547,SAMN02597967,1412785269,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451402,GSM1315715,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315715,normal_skin,SRP035988,normal skin
SRR1146178,RNA-Seq,79,2495331367,PRJNA236547,SAMN02597975,1466190481,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451403,GSM1315716,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315716,normal_skin,SRP035988,normal skin
SRR1146179,RNA-Seq,79,3769871310,PRJNA236547,SAMN02597976,2321299923,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451404,GSM1315717,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315717,normal_skin,SRP035988,normal skin
SRR1146180,RNA-Seq,79,4213898394,PRJNA236547,SAMN02597968,3323100272,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451405,GSM1315718,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315718,normal_skin,SRP035988,normal skin
SRR1146181,RNA-Seq,79,3109615380,PRJNA236547,SAMN02597972,1860581305,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451406,GSM1315719,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315719,normal_skin,SRP035988,normal skin
SRR1146182,RNA-Seq,79,3931270522,PRJNA236547,SAMN02597978,3091536473,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451407,GSM1315720,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315720,normal_skin,SRP035988,normal skin
SRR1146183,RNA-Seq,79,3385184997,PRJNA236547,SAMN02597977,2573134976,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451408,GSM1315721,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315721,normal_skin,SRP035988,normal skin
SRR1146184,RNA-Seq,79,3016706719,PRJNA236547,SAMN02597979,1803099177,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451409,GSM1315722,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315722,normal_skin,SRP035988,normal skin
SRR1146185,RNA-Seq,79,2208724739,PRJNA236547,SAMN02597980,1330986743,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451410,GSM1315723,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315723,normal_skin,SRP035988,normal skin
SRR1146186,RNA-Seq,79,2829398825,PRJNA236547,SAMN02597982,1662757402,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451411,GSM1315724,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315724,normal_skin,SRP035988,normal skin
SRR1146187,RNA-Seq,79,3632289966,PRJNA236547,SAMN02597983,2774084530,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451412,GSM1315725,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315725,normal_skin,SRP035988,normal skin
SRR1146188,RNA-Seq,79,4069058056,PRJNA236547,SAMN02597981,3123927500,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451413,GSM1315726,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315726,normal_skin,SRP035988,normal skin
SRR1146189,RNA-Seq,79,3230237399,PRJNA236547,SAMN02597984,2455706334,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451414,GSM1315727,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315727,normal_skin,SRP035988,normal skin
SRR1146190,RNA-Seq,79,3452456894,PRJNA236547,SAMN02597985,2058768109,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451415,GSM1315728,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315728,normal_skin,SRP035988,normal skin
SRR1146191,RNA-Seq,79,3121939380,PRJNA236547,SAMN02597988,1858276772,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451416,GSM1315729,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315729,normal_skin,SRP035988,normal skin
SRR1146192,RNA-Seq,79,3336192515,PRJNA236547,SAMN02597987,1986689579,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451417,GSM1315730,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315730,normal_skin,SRP035988,normal skin
SRR1146193,RNA-Seq,79,3386862325,PRJNA236547,SAMN02597992,2014694119,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451418,GSM1315731,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315731,normal_skin,SRP035988,normal skin
SRR1146194,RNA-Seq,79,2855854582,PRJNA236547,SAMN02597986,1720731286,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451419,GSM1315732,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315732,normal_skin,SRP035988,normal skin
SRR1146195,RNA-Seq,79,3032778953,PRJNA236547,SAMN02597990,1859180304,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451420,GSM1315733,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315733,normal_skin,SRP035988,normal skin
SRR1146196,RNA-Seq,79,3174758227,PRJNA236547,SAMN02597995,1953855048,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451421,GSM1315734,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315734,normal_skin,SRP035988,normal skin
SRR1146197,RNA-Seq,79,2733880162,PRJNA236547,SAMN02598044,1662146005,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451422,GSM1315735,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315735,normal_skin,SRP035988,normal skin
SRR1146198,RNA-Seq,79,3530132064,PRJNA236547,SAMN02598051,2685655897,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451423,GSM1315736,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315736,normal_skin,SRP035988,normal skin
SRR1146199,RNA-Seq,79,1995532179,PRJNA236547,SAMN02598047,976693743,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451424,GSM1315737,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315737,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146200,RNA-Seq,79,3822459714,PRJNA236547,SAMN02598050,2353285472,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451425,GSM1315738,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315738,normal_skin,SRP035988,normal skin
SRR1146201,RNA-Seq,79,2845507478,PRJNA236547,SAMN02598052,1723644834,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451426,GSM1315739,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315739,normal_skin,SRP035988,normal skin
SRR1146202,RNA-Seq,79,3760571825,PRJNA236547,SAMN02598048,1740386716,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451427,GSM1315740,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315740,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146203,RNA-Seq,79,2989111861,PRJNA236547,SAMN02598053,1809552533,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451428,GSM1315741,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315741,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146204,RNA-Seq,79,2901700415,PRJNA236547,SAMN02598054,1392363715,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451429,GSM1315742,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315742,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146205,RNA-Seq,79,2906766211,PRJNA236547,SAMN02598059,1759370799,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451430,GSM1315743,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315743,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146206,RNA-Seq,79,2556193283,PRJNA236547,SAMN02598060,1521639444,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451431,GSM1315744,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315744,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146207,RNA-Seq,79,2416800153,PRJNA236547,SAMN02598056,1398256703,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451432,GSM1315745,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315745,normal_skin,SRP035988,normal skin
SRR1146208,RNA-Seq,79,2719584559,PRJNA236547,SAMN02598063,1642620075,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451433,GSM1315746,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315746,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146209,RNA-Seq,79,3567467622,PRJNA236547,SAMN02598065,2193794480,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451434,GSM1315747,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315747,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146210,RNA-Seq,79,2926184569,PRJNA236547,SAMN02598057,1403966294,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451435,GSM1315748,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315748,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146211,RNA-Seq,79,3422387203,PRJNA236547,SAMN02598062,2602860852,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451436,GSM1315749,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315749,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146212,RNA-Seq,79,3166696356,PRJNA236547,SAMN02598067,1539875908,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451437,GSM1315750,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315750,Psoriasis_skin,SRP035988,lesional psoriatic skin
