!Sample_title	!Sample_geo_accession	!Sample_status	!Sample_submission_date	!Sample_last_update_date	!Sample_type	!Sample_channel_count	!Sample_source_name_ch1	!Sample_organism_ch1	!Sample_characteristics_ch1	!Sample_characteristics_ch1	!Sample_molecule_ch1	!Sample_extract_protocol_ch1	!Sample_extract_protocol_ch1	!Sample_taxid_ch1	!Sample_data_processing	!Sample_data_processing	!Sample_data_processing	!Sample_data_processing	!Sample_data_processing	!Sample_data_processing	!Sample_platform_id	!Sample_contact_name	!Sample_contact_email	!Sample_contact_department	!Sample_contact_institute	!Sample_contact_address	!Sample_contact_city	!Sample_contact_zip/postal_code	!Sample_contact_country	!Sample_data_row_count	!Sample_instrument_model	!Sample_library_selection	!Sample_library_source	!Sample_library_strategy	!Sample_relation	!Sample_relation	!Sample_supplementary_file_1	!series_matrix_table_begin	ID_REF	!Sample	sample id	group
normal colon AMC_6-2	GSM1228205	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	normal colon	Homo sapiens	tissue: normal-looking surrounding colonic epithelium	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353239	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347908	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228205/suppl/GSM1228205_AMC_6.2_FPKM.txt.gz		GSM1228205	normal colon AMC	6	2
normal colon AMC_7-2	GSM1228206	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	normal colon	Homo sapiens	tissue: normal-looking surrounding colonic epithelium	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353262	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347909	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228206/suppl/GSM1228206_AMC_7.2_FPKM.txt.gz		GSM1228206	normal colon AMC	7	2
normal colon AMC_8-2	GSM1228207	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	normal colon	Homo sapiens	tissue: normal-looking surrounding colonic epithelium	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353277	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347910	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228207/suppl/GSM1228207_AMC_8.2_FPKM.txt.gz		GSM1228207	normal colon AMC	8	2
normal colon AMC_9-2	GSM1228208	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	normal colon	Homo sapiens	tissue: normal-looking surrounding colonic epithelium	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353240	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347911	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228208/suppl/GSM1228208_AMC_9.2_FPKM.txt.gz		GSM1228208	normal colon AMC	9	2
normal colon AMC_10-2	GSM1228209	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	normal colon	Homo sapiens	tissue: normal-looking surrounding colonic epithelium	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353274	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347912	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228209/suppl/GSM1228209_AMC_10.2_FPKM.txt.gz		GSM1228209	normal colon AMC	10	2
normal colon AMC_12-2	GSM1228210	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	normal colon	Homo sapiens	tissue: normal-looking surrounding colonic epithelium	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353241	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347913	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228210/suppl/GSM1228210_AMC_12.2_FPKM.txt.gz		GSM1228210	normal colon AMC	12	2
normal colon AMC_13-2	GSM1228211	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	normal colon	Homo sapiens	tissue: normal-looking surrounding colonic epithelium	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353256	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347914	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228211/suppl/GSM1228211_AMC_13.2_FPKM.txt.gz		GSM1228211	normal colon AMC	13	2
normal colon AMC_17-2	GSM1228212	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	normal colon	Homo sapiens	tissue: normal-looking surrounding colonic epithelium	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353271	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347915	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228212/suppl/GSM1228212_AMC_17.2_FPKM.txt.gz		GSM1228212	normal colon AMC	17	2
normal colon AMC_18-2	GSM1228213	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	normal colon	Homo sapiens	tissue: normal-looking surrounding colonic epithelium	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353242	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347916	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228213/suppl/GSM1228213_AMC_18.2_FPKM.txt.gz		GSM1228213	normal colon AMC	18	2
normal colon AMC_19-2	GSM1228214	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	normal colon	Homo sapiens	tissue: normal-looking surrounding colonic epithelium	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353254	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347917	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228214/suppl/GSM1228214_AMC_19.2_FPKM.txt.gz		GSM1228214	normal colon AMC	19	2
normal colon AMC_20-2	GSM1228215	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	normal colon	Homo sapiens	tissue: normal-looking surrounding colonic epithelium	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353252	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347918	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228215/suppl/GSM1228215_AMC_20.2_FPKM.txt.gz		GSM1228215	normal colon AMC	20	2
