!Sample_characteristics_ch1	"day post-induction: Day17"	"day post-induction: Day3"	"day post-induction: Day17"	"day post-induction: Day3"	"day post-induction: Day17"	"day post-induction: Day3"	"day post-induction: Day17"	"day post-induction: Day3"	"day post-induction: Day17"	"day post-induction: Day3"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day0"	"day post-induction: Day0"	"day post-induction: Day0"	"day post-induction: Day0"	"day post-induction: Day0"	"day post-induction: Day0"	"day post-induction: Day0"	"day post-induction: Day0"	"day post-induction: Day0"	"day post-induction: Day0"	"day post-induction: Day0"	"day post-induction: Day0"	"day post-induction: Day0"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day3"	"day post-induction: Day3"	"day post-induction: Day3"	"day post-induction: Day3"	"day post-induction: Day3"	"day post-induction: Day3"	"day post-induction: Day3"	"day post-induction: Day3"	"day post-induction: Day3"	"day post-induction: Day3"	"day post-induction: Day3"	"day post-induction: Day3"	"day post-induction: Day3"	"day post-induction: Day3"	"day post-induction: Day3"	"day post-induction: Day3"	"day post-induction: Day3"	"day post-induction: Day3"	"day post-induction: Day3"	"day post-induction: Day17"	"day post-induction: Day3"	"day post-induction: Day3"	"day post-induction: Day17"	"day post-induction: Day3"	"day post-induction: Day17"	"day post-induction: Day3"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day3"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day3"	"day post-induction: Day17"	"day post-induction: Day3"	"day post-induction: Day17"	"day post-induction: Day17"	"day post-induction: Day3"	"day post-induction: Day3"	"day post-induction: Day17"	"day post-induction: Day3"	"day post-induction: Day17"	"day post-induction: Day3"	"day post-induction: Day3"
!Sample_characteristics_ch1	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: _R_R"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"	"genotype: NRNR"
!Sample_characteristics_ch1	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient1"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"	"cell type: patient2"
!Sample_characteristics_ch1	"genotype: WT"	"genotype: WT"	"genotype: KO"	"genotype: KO"	"genotype: KO"	"genotype: KO"	"genotype: WT"	"genotype: WT"	"genotype: KO"	"genotype: KO"	"genotype: WT"	"genotype: WT"	"genotype: WT"	"genotype: KO"	"genotype: KO"	"genotype: KO"	"genotype: KO"	"genotype: WT"	"genotype: WT"	"genotype: WT"	"genotype: WT"	"genotype: KO"	"genotype: KO"	"genotype: KO"	"genotype: WT"	"genotype: WT"	"genotype: KO"	"genotype: KO"	"genotype: KO"	"genotype: WT"	"genotype: WT"	"genotype: WT"	"genotype: KO"	"genotype: KO"	"genotype: KO"	"genotype: KO"	"genotype: KO"	"genotype: KO"	"genotype: KO"	"genotype: KO"	"genotype: WT"	"genotype: WT"	"genotype: WT"	"genotype: WT"	"genotype: WT"	"genotype: WT"	"genotype: KO"	"genotype: KO"	"genotype: KO"	"genotype: KO"	"genotype: KO"	"genotype: WT"	"genotype: WT"	"genotype: WT"	"genotype: WT"	"genotype: WT"	"genotype: KO"	"genotype: KO"	"genotype: KO"	"genotype: KO"	"genotype: KO"	"genotype: WT"	"genotype: WT"	"genotype: WT"	"genotype: WT"	"genotype: WT"	"genotype: WT"	"genotype: WT"	"genotype: KO"	"genotype: KO"	"genotype: KO"	"genotype: KO"	"genotype: WT"	"genotype: WT"	"genotype: WT"	"genotype: WT"	"genotype: WT"	"genotype: WT"	"genotype: KO"	"genotype: KO"	"genotype: KO"	"genotype: WT"	"genotype: WT"	"genotype: KO"	"genotype: KO"	"genotype: KO"	"genotype: WT"	"genotype: KO"	"genotype: KO"	"genotype: KO"	"genotype: KO"	"genotype: WT"
!Sample_characteristics_ch1	"cell line: Tal1_2"	"cell line: Tal1_2"	"cell line: Tal1_9"	"cell line: Tal1_9"	"cell line: Tal2_24"	"cell line: Tal2_24"	"cell line: Tal2_3"	"cell line: Tal2_3"	"cell line: wb46"	"cell line: wb46"	"cell line: Tal1_2"	"cell line: Tal2_3"	"cell line: Tal1_2"	"cell line: Tal1_15"	"cell line: Tal1_19"	"cell line: Tal1_9"	"cell line: Tal2_24"	"cell line: Tal1_2"	"cell line: Tal1_5"	"cell line: Tal2_3"	"cell line: Tal2_4"	"cell line: E50"	"cell line: E53"	"cell line: E56"	"cell line: E14"	"cell line: E17"	"cell line: Tal2_24"	"cell line: Tal1_15"	"cell line: Tal1_9"	"cell line: Tal1_2"	"cell line: Tal1_5"	"cell line: Tal2_3"	"cell line: E50"	"cell line: E56"	"cell line: E50"	"cell line: E53"	"cell line: E56"	"cell line: E50"	"cell line: E53"	"cell line: E56"	"cell line: E14"	"cell line: E17"	"cell line: E14"	"cell line: E17"	"cell line: E14"	"cell line: E17"	"cell line: Tal1_15"	"cell line: Tal1_9"	"cell line: Tal1_15"	"cell line: Tal1_9"	"cell line: Tal2_24"	"cell line: Tal1_5"	"cell line: Tal2_3"	"cell line: Tal1_2"	"cell line: Tal1_5"	"cell line: Tal2_3"	"cell line: E50"	"cell line: E56"	"cell line: E53"	"cell line: E50"	"cell line: E56"	"cell line: E14"	"cell line: E17"	"cell line: E14"	"cell line: E17"	"cell line: E14"	"cell line: E14"	"cell line: E17"	"cell line: E50"	"cell line: E50"	"cell line: E56"	"cell line: E56"	"cell line: E14"	"cell line: E17"	"cell line: E14"	"cell line: E17"	"cell line: Tal1_2"	"cell line: Tal1_2"	"cell line: Tal1_9"	"cell line: Tal1_9"	"cell line: Tal1_9"	"cell line: Tal2_3"	"cell line: Tal2_3"	"cell line: wb46"	"cell line: wb46"	"cell line: wb46"	"cell line: wf12"	"cell line: wf36"	"cell line: wf36"	"cell line: wf5"	"cell line: wf5"	"cell line: wf9"
!Sample_characteristics_ch1	"experiment: C1"	"experiment: C1"	"experiment: C1"	"experiment: C1"	"experiment: C1"	"experiment: C1"	"experiment: C1"	"experiment: C1"	"experiment: C1"	"experiment: C1"	"experiment: C2"	"experiment: C2"	"experiment: C3"	"experiment: exp1"	"experiment: exp1"	"experiment: exp1"	"experiment: exp1"	"experiment: exp1"	"experiment: exp1"	"experiment: exp1"	"experiment: exp1"	"experiment: exp1"	"experiment: exp1"	"experiment: exp1"	"experiment: exp1"	"experiment: exp1"	"experiment: A3"	"experiment: A4"	"experiment: A4"	"experiment: A3"	"experiment: A4"	"experiment: A4"	"experiment: B2"	"experiment: B2"	"experiment: B3"	"experiment: B3"	"experiment: B3"	"experiment: B4"	"experiment: B4"	"experiment: B4"	"experiment: B2"	"experiment: B2"	"experiment: B3"	"experiment: B3"	"experiment: B4"	"experiment: B4"	"experiment: A4"	"experiment: A4"	"experiment: A5"	"experiment: A5"	"experiment: A5"	"experiment: A4"	"experiment: A4"	"experiment: A5"	"experiment: A5"	"experiment: A5"	"experiment: B2"	"experiment: B2"	"experiment: B3"	"experiment: B3"	"experiment: B3"	"experiment: B2"	"experiment: B2"	"experiment: B3"	"experiment: B3"	"experiment: D1"	"experiment: D1"	"experiment: D1"	"experiment: D1"	"experiment: D1"	"experiment: D1"	"experiment: D1"	"experiment: C2"	"experiment: C2"	"experiment: C3"	"experiment: C3"	"experiment: D1"	"experiment: D1"	"experiment: D2"	"experiment: D1"	"experiment: D1"	"experiment: D1"	"experiment: D1"	"experiment: D2"	"experiment: D1"	"experiment: D1"	"experiment: D1"	"experiment: D1"	"experiment: D1"	"experiment: D1"	"experiment: D1"	"experiment: D1"
!Sample_characteristics_ch1	"sequencing  batch: Set2"	"sequencing  batch: Set2"	"sequencing  batch: Set2"	"sequencing  batch: Set2"	"sequencing  batch: Set2"	"sequencing  batch: Set2"	"sequencing  batch: Set2"	"sequencing  batch: Set2"	"sequencing  batch: Set2"	"sequencing  batch: Set2"	"sequencing  batch: Set2"	"sequencing  batch: Set2"	"sequencing  batch: Set2"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set1"	"sequencing  batch: Set3"	"sequencing  batch: Set3"	"sequencing  batch: Set3"	"sequencing  batch: Set3"	"sequencing  batch: Set3"	"sequencing  batch: Set3"	"sequencing  batch: Set3"	"sequencing  batch: Set2"	"sequencing  batch: Set2"	"sequencing  batch: Set2"	"sequencing  batch: Set2"	"sequencing  batch: Set3"	"sequencing  batch: Set3"	"sequencing  batch: Set3"	"sequencing  batch: Set3"	"sequencing  batch: Set3"	"sequencing  batch: Set3"	"sequencing  batch: Set3"	"sequencing  batch: Set3"	"sequencing  batch: Set3"	"sequencing  batch: Set3"	"sequencing  batch: Set3"	"sequencing  batch: Set3"	"sequencing  batch: Set3"	"sequencing  batch: Set3"	"sequencing  batch: Set3"	"sequencing  batch: Set3"
!Sample_growth_protocol_ch1	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"	"Chemically defined media, see the paper for the details"
!Sample_molecule_ch1	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"
!Sample_extract_protocol_ch1	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"	"Direct-zol RNA MiniPrep Kit (Zymo Rsearch)"
