Run;Assay Type;AvgSpotLen;Bases;BioProject;BioSample;Bytes;Cell_Line;Center Name;Consent;DATASTORE filetype;DATASTORE provider;DATASTORE region;disease_state;Experiment;genome_build;GEO_Accession (exp);Instrument;LibraryLayout;LibrarySelection;LibrarySource;Organism;Platform;ReleaseDate;Sample Name;source_name;SRA Study;Tissue
SRR10961258;RNA-Seq;150;1858703700;PRJNA603068;SAMN13916489;724114949;AD2-01;GEO;public;fastq,sra;gs,s3;s3.us-east-1,gs.US;healthy control;SRX7626966;GRCh38;GSM4282823;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282823;SENSORY NEURONS;SRP244622;Differentiated sensory neurons plus serine treatment
SRR10961259;RNA-Seq;150;1866043200;PRJNA603068;SAMN13916489;728386850;AD2-01;GEO;public;sra,fastq;gs,s3;s3.us-east-1,gs.US;healthy control;SRX7626966;GRCh38;GSM4282823;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282823;SENSORY NEURONS;SRP244622;Differentiated sensory neurons plus serine treatment
SRR10961260;RNA-Seq;150;1865165100;PRJNA603068;SAMN13916489;731163130;AD2-01;GEO;public;fastq,sra;s3,gs;s3.us-east-1,gs.US;healthy control;SRX7626966;GRCh38;GSM4282823;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282823;SENSORY NEURONS;SRP244622;Differentiated sensory neurons plus serine treatment
SRR10961261;RNA-Seq;150;1580983050;PRJNA603068;SAMN13916488;659687644;AD3-01;GEO;public;sra,fastq;gs,s3;s3.us-east-1,gs.US;healthy control;SRX7626967;GRCh38;GSM4282824;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282824;SENSORY NEURONS;SRP244622;Differentiated sensory neurons plus serine treatment
SRR10961262;RNA-Seq;150;1889597400;PRJNA603068;SAMN13916488;728595438;AD3-01;GEO;public;fastq,sra;gs,s3;gs.US,s3.us-east-1;healthy control;SRX7626967;GRCh38;GSM4282824;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282824;SENSORY NEURONS;SRP244622;Differentiated sensory neurons plus serine treatment
SRR10961263;RNA-Seq;150;1897399950;PRJNA603068;SAMN13916488;732903300;AD3-01;GEO;public;fastq,sra;s3,gs;gs.US,s3.us-east-1;healthy control;SRX7626967;GRCh38;GSM4282824;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282824;SENSORY NEURONS;SRP244622;Differentiated sensory neurons plus serine treatment
SRR10961264;RNA-Seq;150;1898515800;PRJNA603068;SAMN13916488;736497564;AD3-01;GEO;public;sra,fastq;s3,gs;s3.us-east-1,gs.US;healthy control;SRX7626967;GRCh38;GSM4282824;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282824;SENSORY NEURONS;SRP244622;Differentiated sensory neurons plus serine treatment
SRR10961265;RNA-Seq;150;933376800;PRJNA603068;SAMN13916487;393985052;AH017;GEO;public;fastq,sra;s3,gs;s3.us-east-1,gs.US;healthy control;SRX7626968;GRCh38;GSM4282825;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282825;SENSORY NEURONS;SRP244622;Differentiated sensory neurons plus serine treatment
SRR10961266;RNA-Seq;150;1160936700;PRJNA603068;SAMN13916487;452047737;AH017;GEO;public;fastq,sra;gs,s3;s3.us-east-1,gs.US;healthy control;SRX7626968;GRCh38;GSM4282825;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282825;SENSORY NEURONS;SRP244622;Differentiated sensory neurons plus serine treatment
SRR10961267;RNA-Seq;150;1165264650;PRJNA603068;SAMN13916487;454452299;AH017;GEO;public;fastq,sra;gs,s3;gs.US,s3.us-east-1;healthy control;SRX7626968;GRCh38;GSM4282825;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282825;SENSORY NEURONS;SRP244622;Differentiated sensory neurons plus serine treatment
SRR10961268;RNA-Seq;150;1163246700;PRJNA603068;SAMN13916487;455782958;AH017;GEO;public;sra,fastq;s3,gs;s3.us-east-1,gs.US;healthy control;SRX7626968;GRCh38;GSM4282825;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282825;SENSORY NEURONS;SRP244622;Differentiated sensory neurons plus serine treatment
SRR10961269;RNA-Seq;150;1323223650;PRJNA603068;SAMN13916486;558453980;NHDF1;GEO;public;fastq,sra;s3,gs;gs.US,s3.us-east-1;healthy control;SRX7626969;GRCh38;GSM4282826;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282826;SENSORY NEURONS;SRP244622;Differentiated sensory neurons plus serine treatment
SRR10961270;RNA-Seq;150;1640934450;PRJNA603068;SAMN13916486;640084915;NHDF1;GEO;public;sra,fastq;s3,gs;gs.US,s3.us-east-1;healthy control;SRX7626969;GRCh38;GSM4282826;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282826;SENSORY NEURONS;SRP244622;Differentiated sensory neurons plus serine treatment
SRR10961271;RNA-Seq;150;1649017800;PRJNA603068;SAMN13916486;644251667;NHDF1;GEO;public;sra,fastq;s3,gs;s3.us-east-1,gs.US;healthy control;SRX7626969;GRCh38;GSM4282826;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282826;SENSORY NEURONS;SRP244622;Differentiated sensory neurons plus serine treatment
SRR10961272;RNA-Seq;150;1643416050;PRJNA603068;SAMN13916486;644893348;NHDF1;GEO;public;sra,fastq;gs,s3;s3.us-east-1,gs.US;healthy control;SRX7626969;GRCh38;GSM4282826;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282826;SENSORY NEURONS;SRP244622;Differentiated sensory neurons plus serine treatment
SRR10961273;RNA-Seq;150;1181990250;PRJNA603068;SAMN13916485;494473869;997;GEO;public;sra,fastq;ncbi,gs,s3;gs.US,s3.us-east-1,ncbi.public;Hereditary sensory neuropathy type 1 (HSN1);SRX7626970;GRCh38;GSM4282827;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282827;HSN1 997 IPSC;SRP244622;IPSC
SRR10961274;RNA-Seq;150;1440823350;PRJNA603068;SAMN13916485;556607741;997;GEO;public;fastq,sra;s3,gs;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626970;GRCh38;GSM4282827;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282827;HSN1 997 IPSC;SRP244622;IPSC
SRR10961275;RNA-Seq;150;1447396350;PRJNA603068;SAMN13916485;560149623;997;GEO;public;sra,fastq;gs,s3,ncbi;ncbi.public,s3.us-east-1,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626970;GRCh38;GSM4282827;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282827;HSN1 997 IPSC;SRP244622;IPSC
SRR10961276;RNA-Seq;150;1444516200;PRJNA603068;SAMN13916485;561448489;997;GEO;public;fastq,sra;gs,s3;s3.us-east-1,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626970;GRCh38;GSM4282827;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282827;HSN1 997 IPSC;SRP244622;IPSC
SRR10961277;RNA-Seq;150;1209963900;PRJNA603068;SAMN13916484;503485699;998;GEO;public;fastq,sra;gs,s3;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626971;GRCh38;GSM4282828;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282828;HSN1 998 IPSC;SRP244622;IPSC
SRR10961278;RNA-Seq;150;1450491600;PRJNA603068;SAMN13916484;557017991;998;GEO;public;fastq,sra;s3,gs;s3.us-east-1,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626971;GRCh38;GSM4282828;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282828;HSN1 998 IPSC;SRP244622;IPSC
SRR10961279;RNA-Seq;150;1456403700;PRJNA603068;SAMN13916484;560432682;998;GEO;public;fastq,sra;gs,s3;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626971;GRCh38;GSM4282828;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282828;HSN1 998 IPSC;SRP244622;IPSC
SRR10961280;RNA-Seq;150;1455593850;PRJNA603068;SAMN13916484;562703498;998;GEO;public;sra,fastq;gs,s3;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626971;GRCh38;GSM4282828;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282828;HSN1 998 IPSC;SRP244622;IPSC
SRR10961281;RNA-Seq;150;1112545200;PRJNA603068;SAMN13916483;464175853;999;GEO;public;sra,fastq;gs,s3;s3.us-east-1,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626972;GRCh38;GSM4282829;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282829;HSN1 999 IPSC;SRP244622;IPSC
SRR10961282;RNA-Seq;150;1379664450;PRJNA603068;SAMN13916483;530638995;999;GEO;public;fastq,sra;s3,gs;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626972;GRCh38;GSM4282829;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282829;HSN1 999 IPSC;SRP244622;IPSC
SRR10961283;RNA-Seq;150;1387242750;PRJNA603068;SAMN13916483;534448542;999;GEO;public;fastq,sra;s3,gs;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626972;GRCh38;GSM4282829;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282829;HSN1 999 IPSC;SRP244622;IPSC
SRR10961284;RNA-Seq;150;1384301700;PRJNA603068;SAMN13916483;536061374;999;GEO;public;fastq,sra;s3,gs;s3.us-east-1,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626972;GRCh38;GSM4282829;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282829;HSN1 999 IPSC;SRP244622;IPSC
SRR10961285;RNA-Seq;150;1330325550;PRJNA603068;SAMN13916482;555952010;997;GEO;public;sra,fastq;gs,s3;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626973;GRCh38;GSM4282830;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282830;HSN1 997 SENSORY NEURONS;SRP244622;Differentiated sensory neurons
SRR10961286;RNA-Seq;150;1666006500;PRJNA603068;SAMN13916482;644930572;997;GEO;public;fastq,sra;gs,s3;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626973;GRCh38;GSM4282830;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282830;HSN1 997 SENSORY NEURONS;SRP244622;Differentiated sensory neurons
SRR10961287;RNA-Seq;150;1675500450;PRJNA603068;SAMN13916482;649892229;997;GEO;public;sra,fastq;s3,gs;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626973;GRCh38;GSM4282830;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282830;HSN1 997 SENSORY NEURONS;SRP244622;Differentiated sensory neurons
SRR10961288;RNA-Seq;150;1667088750;PRJNA603068;SAMN13916482;649297730;997;GEO;public;sra,fastq;gs,s3;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626973;GRCh38;GSM4282830;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282830;HSN1 997 SENSORY NEURONS;SRP244622;Differentiated sensory neurons
SRR10961289;RNA-Seq;150;1277141550;PRJNA603068;SAMN13916481;537339412;998;GEO;public;fastq,sra;gs,s3;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626974;GRCh38;GSM4282831;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282831;HSN1 998 SENSORY NEURONS;SRP244622;Differentiated sensory neurons
SRR10961290;RNA-Seq;150;1590484500;PRJNA603068;SAMN13916481;618089357;998;GEO;public;fastq,sra;ncbi,gs,s3;ncbi.public,gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626974;GRCh38;GSM4282831;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282831;HSN1 998 SENSORY NEURONS;SRP244622;Differentiated sensory neurons
SRR10961291;RNA-Seq;150;1599508050;PRJNA603068;SAMN13916481;622924826;998;GEO;public;fastq,sra;gs,s3;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626974;GRCh38;GSM4282831;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282831;HSN1 998 SENSORY NEURONS;SRP244622;Differentiated sensory neurons
SRR10961292;RNA-Seq;150;1591771500;PRJNA603068;SAMN13916481;622558328;998;GEO;public;sra,fastq;s3,gs;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626974;GRCh38;GSM4282831;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282831;HSN1 998 SENSORY NEURONS;SRP244622;Differentiated sensory neurons
SRR10961293;RNA-Seq;150;1372133250;PRJNA603068;SAMN13916480;572881891;999;GEO;public;sra,fastq;gs,s3;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626975;GRCh38;GSM4282832;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282832;HSN1 999 SENSORY NEURONS;SRP244622;Differentiated sensory neurons
SRR10961294;RNA-Seq;150;1690899750;PRJNA603068;SAMN13916480;652308088;999;GEO;public;sra,fastq;s3,gs;s3.us-east-1,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626975;GRCh38;GSM4282832;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282832;HSN1 999 SENSORY NEURONS;SRP244622;Differentiated sensory neurons
SRR10961295;RNA-Seq;150;1698925350;PRJNA603068;SAMN13916480;656598597;999;GEO;public;fastq,sra;s3,gs;s3.us-east-1,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626975;GRCh38;GSM4282832;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282832;HSN1 999 SENSORY NEURONS;SRP244622;Differentiated sensory neurons
SRR10961296;RNA-Seq;150;1694013900;PRJNA603068;SAMN13916480;657455327;999;GEO;public;sra,fastq;s3,gs;s3.us-east-1,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626975;GRCh38;GSM4282832;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282832;HSN1 999 SENSORY NEURONS;SRP244622;Differentiated sensory neurons
SRR10961297;RNA-Seq;150;1473080550;PRJNA603068;SAMN13916479;618575842;997;GEO;public;sra,fastq;gs,s3;s3.us-east-1,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626976;GRCh38;GSM4282833;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282833;HSN1 997 SENSORY NEURONS;SRP244622;Differentiated sensory neurons
SRR10961298;RNA-Seq;150;1818671700;PRJNA603068;SAMN13916479;704754885;997;GEO;public;fastq,sra;s3,gs;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626976;GRCh38;GSM4282833;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282833;HSN1 997 SENSORY NEURONS;SRP244622;Differentiated sensory neurons
SRR10961299;RNA-Seq;150;1827429000;PRJNA603068;SAMN13916479;709429020;997;GEO;public;fastq,sra;s3,gs;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626976;GRCh38;GSM4282833;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282833;HSN1 997 SENSORY NEURONS;SRP244622;Differentiated sensory neurons
SRR10961300;RNA-Seq;150;1823375250;PRJNA603068;SAMN13916479;711092930;997;GEO;public;sra,fastq;s3,ncbi,gs;s3.us-east-1,gs.US,ncbi.public;Hereditary sensory neuropathy type 1 (HSN1);SRX7626976;GRCh38;GSM4282833;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282833;HSN1 997 SENSORY NEURONS;SRP244622;Differentiated sensory neurons
SRR10961301;RNA-Seq;150;1230391650;PRJNA603068;SAMN13916478;515863919;998;GEO;public;sra,fastq;gs,s3;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626977;GRCh38;GSM4282834;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282834;HSN1 998 SENSORY NEURONS;SRP244622;Differentiated sensory neurons
SRR10961302;RNA-Seq;150;1524922950;PRJNA603068;SAMN13916478;592693952;998;GEO;public;fastq,sra;s3,gs;s3.us-east-1,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626977;GRCh38;GSM4282834;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282834;HSN1 998 SENSORY NEURONS;SRP244622;Differentiated sensory neurons
SRR10961303;RNA-Seq;150;1531479000;PRJNA603068;SAMN13916478;596653497;998;GEO;public;sra,fastq;s3,gs;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626977;GRCh38;GSM4282834;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282834;HSN1 998 SENSORY NEURONS;SRP244622;Differentiated sensory neurons
SRR10961304;RNA-Seq;150;1528753800;PRJNA603068;SAMN13916478;597954706;998;GEO;public;sra,fastq;s3,gs;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626977;GRCh38;GSM4282834;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282834;HSN1 998 SENSORY NEURONS;SRP244622;Differentiated sensory neurons
SRR10961305;RNA-Seq;150;1464058950;PRJNA603068;SAMN13916477;609980092;999;GEO;public;sra,fastq;s3,gs;s3.us-east-1,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626978;GRCh38;GSM4282835;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282835;HSN1 999 SENSORY NEURONS;SRP244622;Differentiated sensory neurons
SRR10961306;RNA-Seq;150;1837470600;PRJNA603068;SAMN13916477;707750572;999;GEO;public;sra,fastq;s3,gs;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626978;GRCh38;GSM4282835;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282835;HSN1 999 SENSORY NEURONS;SRP244622;Differentiated sensory neurons
SRR10961307;RNA-Seq;150;1847989200;PRJNA603068;SAMN13916477;713185280;999;GEO;public;fastq,sra;gs,s3;s3.us-east-1,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626978;GRCh38;GSM4282835;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282835;HSN1 999 SENSORY NEURONS;SRP244622;Differentiated sensory neurons
SRR10961308;RNA-Seq;150;1842168000;PRJNA603068;SAMN13916477;714011906;999;GEO;public;fastq,sra;gs,s3;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626978;GRCh38;GSM4282835;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282835;HSN1 999 SENSORY NEURONS;SRP244622;Differentiated sensory neurons
SRR10961309;RNA-Seq;150;1070060250;PRJNA603068;SAMN13916476;455314579;997;GEO;public;fastq,sra;gs,s3;s3.us-east-1,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626979;GRCh38;GSM4282836;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282836;HSN1 997 SENSORY NEURONS;SRP244622;Differentiated sensory neurons late
SRR10961310;RNA-Seq;150;1342859100;PRJNA603068;SAMN13916476;530383226;997;GEO;public;fastq,sra;gs,s3;s3.us-east-1,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626979;GRCh38;GSM4282836;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282836;HSN1 997 SENSORY NEURONS;SRP244622;Differentiated sensory neurons late
SRR10961311;RNA-Seq;150;1349854350;PRJNA603068;SAMN13916476;534501028;997;GEO;public;fastq,sra;gs,s3;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626979;GRCh38;GSM4282836;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282836;HSN1 997 SENSORY NEURONS;SRP244622;Differentiated sensory neurons late
SRR10961312;RNA-Seq;150;1347967800;PRJNA603068;SAMN13916476;535792759;997;GEO;public;fastq,sra;s3,ncbi,gs;s3.us-east-1,ncbi.public,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626979;GRCh38;GSM4282836;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282836;HSN1 997 SENSORY NEURONS;SRP244622;Differentiated sensory neurons late
SRR10961313;RNA-Seq;150;1223377650;PRJNA603068;SAMN13916510;520016038;998;GEO;public;sra,fastq;s3,gs;s3.us-east-1,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626980;GRCh38;GSM4282837;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282837;HSN1 998 SENSORY NEURONS;SRP244622;Differentiated sensory neurons late
SRR10961314;RNA-Seq;150;1508377500;PRJNA603068;SAMN13916510;593900010;998;GEO;public;sra,fastq;gs,s3;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626980;GRCh38;GSM4282837;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282837;HSN1 998 SENSORY NEURONS;SRP244622;Differentiated sensory neurons late
SRR10961315;RNA-Seq;150;1515863550;PRJNA603068;SAMN13916510;598271154;998;GEO;public;sra,fastq;s3,gs;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626980;GRCh38;GSM4282837;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282837;HSN1 998 SENSORY NEURONS;SRP244622;Differentiated sensory neurons late
SRR10961316;RNA-Seq;150;1514642850;PRJNA603068;SAMN13916510;599990370;998;GEO;public;fastq,sra;s3,gs;s3.us-east-1,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626980;GRCh38;GSM4282837;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282837;HSN1 998 SENSORY NEURONS;SRP244622;Differentiated sensory neurons late
SRR10961317;RNA-Seq;150;946757850;PRJNA603068;SAMN13916509;400045770;999;GEO;public;sra,fastq;s3,gs;s3.us-east-1,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626981;GRCh38;GSM4282838;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282838;HSN1 999 SENSORY NEURONS;SRP244622;Differentiated sensory neurons late
