Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease_state,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR7175316,RNA-Seq,202,5376276864,PRJNA471801,SAMN09218051,3476055624,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Early HCC,SRX4092888,GSM3144971,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144971,liver tissue,SRP148066
SRR7175317,RNA-Seq,202,4330699008,PRJNA471801,SAMN09218050,2814123375,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Early HCC,SRX4092889,GSM3144972,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144972,liver tissue,SRP148066
SRR7175318,RNA-Seq,202,5241838188,PRJNA471801,SAMN09218057,3475062222,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Early HCC,SRX4092890,GSM3144973,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144973,liver tissue,SRP148066
SRR7175319,RNA-Seq,202,5460856486,PRJNA471801,SAMN09218056,3607128683,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Early HCC,SRX4092891,GSM3144974,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144974,liver tissue,SRP148066
SRR7175320,RNA-Seq,202,5850659320,PRJNA471801,SAMN09218055,3850601848,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Early HCC,SRX4092892,GSM3144975,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144975,liver tissue,SRP148066
SRR7175321,RNA-Seq,202,6050593668,PRJNA471801,SAMN09218054,3967005343,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092893,GSM3144976,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144976,liver tissue,SRP148066
SRR7175322,RNA-Seq,202,6220077728,PRJNA471801,SAMN09218049,4053479358,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092894,GSM3144977,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144977,liver tissue,SRP148066
SRR7175323,RNA-Seq,202,5668565612,PRJNA471801,SAMN09218048,3714159039,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092895,GSM3144978,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144978,liver tissue,SRP148066
SRR7175324,RNA-Seq,202,6025744032,PRJNA471801,SAMN09218047,3971205533,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092896,GSM3144979,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144979,liver tissue,SRP148066
SRR7175325,RNA-Seq,202,6441006744,PRJNA471801,SAMN09218046,4263897700,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092897,GSM3144980,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144980,liver tissue,SRP148066
SRR7175326,RNA-Seq,202,5451175434,PRJNA471801,SAMN09218045,3604899546,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092898,GSM3144981,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144981,liver tissue,SRP148066
SRR7175327,RNA-Seq,202,5222071276,PRJNA471801,SAMN09218044,3465661296,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092899,GSM3144982,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144982,liver tissue,SRP148066
SRR7175328,RNA-Seq,202,4979393122,PRJNA471801,SAMN09218043,3259113875,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092900,GSM3144983,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144983,liver tissue,SRP148066
SRR7175329,RNA-Seq,202,5657804062,PRJNA471801,SAMN09218042,3627346439,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092901,GSM3144984,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144984,liver tissue,SRP148066
SRR7175330,RNA-Seq,202,5240205220,PRJNA471801,SAMN09218041,3415067353,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092902,GSM3144985,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144985,liver tissue,SRP148066
SRR7175331,RNA-Seq,202,5921403962,PRJNA471801,SAMN09218040,3850905810,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092903,GSM3144986,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144986,liver tissue,SRP148066
SRR7175332,RNA-Seq,202,6029919170,PRJNA471801,SAMN09218033,3871054471,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092904,GSM3144987,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144987,liver tissue,SRP148066
SRR7175333,RNA-Seq,202,6430598694,PRJNA471801,SAMN09218032,4122597364,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092905,GSM3144988,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144988,liver tissue,SRP148066
SRR7175334,RNA-Seq,202,6161472478,PRJNA471801,SAMN09218031,3997139584,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092906,GSM3144989,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144989,liver tissue,SRP148066
SRR7175335,RNA-Seq,202,6074530668,PRJNA471801,SAMN09218030,3929386184,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092907,GSM3144990,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144990,liver tissue,SRP148066
SRR7175336,RNA-Seq,202,4929491850,PRJNA471801,SAMN09218029,3281600668,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092908,GSM3144991,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144991,liver tissue,SRP148066
SRR7175337,RNA-Seq,202,7524653924,PRJNA471801,SAMN09218028,4928931371,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092909,GSM3144992,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144992,liver tissue,SRP148066
SRR7175338,RNA-Seq,202,4752284320,PRJNA471801,SAMN09218027,3142662725,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092910,GSM3144993,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144993,liver tissue,SRP148066
SRR7175339,RNA-Seq,202,7418128214,PRJNA471801,SAMN09218026,4913368095,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092911,GSM3144994,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144994,liver tissue,SRP148066
SRR7175340,RNA-Seq,202,4217453970,PRJNA471801,SAMN09218025,2813345999,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092912,GSM3144995,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144995,liver tissue,SRP148066
SRR7175341,RNA-Seq,202,6388941850,PRJNA471801,SAMN09218024,4216253567,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092913,GSM3144996,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144996,liver tissue,SRP148066
SRR7175342,RNA-Seq,202,4964409974,PRJNA471801,SAMN09218023,3316247198,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092914,GSM3144997,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144997,liver tissue,SRP148066
SRR7175343,RNA-Seq,202,5015500016,PRJNA471801,SAMN09218022,3278324096,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092915,GSM3144998,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144998,liver tissue,SRP148066
SRR7175344,RNA-Seq,202,5239766880,PRJNA471801,SAMN09218021,3513595613,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092916,GSM3144999,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3144999,liver tissue,SRP148066
SRR7175345,RNA-Seq,202,6534099454,PRJNA471801,SAMN09218020,4333218471,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092917,GSM3145000,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3145000,liver tissue,SRP148066
SRR7175346,RNA-Seq,202,6325152270,PRJNA471801,SAMN09218018,4157124734,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092918,GSM3145001,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3145001,liver tissue,SRP148066
SRR7175347,RNA-Seq,202,7643163082,PRJNA471801,SAMN09218017,5061073577,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092919,GSM3145002,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3145002,liver tissue,SRP148066
SRR7175348,RNA-Seq,202,5683468768,PRJNA471801,SAMN09218016,3764007322,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092920,GSM3145003,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3145003,liver tissue,SRP148066
SRR7175349,RNA-Seq,202,5311070860,PRJNA471801,SAMN09218015,3568609521,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092921,GSM3145004,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3145004,liver tissue,SRP148066
SRR7175350,RNA-Seq,202,7022214880,PRJNA471801,SAMN09218014,4485959851,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092922,GSM3145005,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3145005,liver tissue,SRP148066
SRR7175351,RNA-Seq,202,7358280058,PRJNA471801,SAMN09218013,4686155900,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092923,GSM3145006,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3145006,liver tissue,SRP148066
SRR7175352,RNA-Seq,202,5306571108,PRJNA471801,SAMN09218012,3397424953,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092924,GSM3145007,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3145007,liver tissue,SRP148066
SRR7175353,RNA-Seq,202,4706344066,PRJNA471801,SAMN09218011,3018096176,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092925,GSM3145008,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3145008,liver tissue,SRP148066
SRR7175354,RNA-Seq,202,4709963502,PRJNA471801,SAMN09218010,3009671386,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092926,GSM3145009,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3145009,liver tissue,SRP148066
SRR7175355,RNA-Seq,202,5054827800,PRJNA471801,SAMN09218009,3234306517,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092927,GSM3145010,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3145010,liver tissue,SRP148066
SRR7175356,RNA-Seq,202,5264416334,PRJNA471801,SAMN09218008,3374629685,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092928,GSM3145011,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3145011,liver tissue,SRP148066
SRR7175357,RNA-Seq,202,5064891844,PRJNA471801,SAMN09218007,3257712092,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092929,GSM3145012,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3145012,liver tissue,SRP148066
SRR7175358,RNA-Seq,202,6553253498,PRJNA471801,SAMN09218006,4144387510,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092930,GSM3145013,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3145013,liver tissue,SRP148066
SRR7175359,RNA-Seq,202,6533862508,PRJNA471801,SAMN09218005,4153634962,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092931,GSM3145014,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3145014,liver tissue,SRP148066
SRR7175360,RNA-Seq,202,5727759086,PRJNA471801,SAMN09218004,3602303328,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092932,GSM3145015,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3145015,liver tissue,SRP148066
SRR7175361,RNA-Seq,202,5481153042,PRJNA471801,SAMN09218003,3547107294,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092933,GSM3145016,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3145016,liver tissue,SRP148066
SRR7175362,RNA-Seq,202,4557795286,PRJNA471801,SAMN09217982,2923886338,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092934,GSM3145017,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3145017,liver tissue,SRP148066
SRR7175363,RNA-Seq,202,4882407468,PRJNA471801,SAMN09217981,3175686657,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092935,GSM3145018,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3145018,liver tissue,SRP148066
SRR7175364,RNA-Seq,202,5185692288,PRJNA471801,SAMN09217980,3356572981,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092936,GSM3145019,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3145019,liver tissue,SRP148066
SRR7175365,RNA-Seq,202,4960535008,PRJNA471801,SAMN09217979,3216491425,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Advanced HCC,SRX4092937,GSM3145020,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-01-01T00:00:00Z,GSM3145020,liver tissue,SRP148066
