Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,differentiation_status,disease_state,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,RNA_Isolation_Method,Sample Name,sex,source_name,SRA Study
SRR15254286,RNA-Seq,100,667140600,PRJNA749873,SAMN20423260,248704442,hepatic organoids,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559717,GSM5474294,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474294,male,NASH 2 male liver explant,SRP329969
SRR15254287,RNA-Seq,100,689271800,PRJNA749873,SAMN20423260,254550308,hepatic organoids,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559717,GSM5474294,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474294,male,NASH 2 male liver explant,SRP329969
SRR15254288,RNA-Seq,100,422992500,PRJNA749873,SAMN20423259,152604047,hepatic organoids,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559718,GSM5474295,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474295,male,NASH3 male liver explant,SRP329969
SRR15254289,RNA-Seq,100,418131200,PRJNA749873,SAMN20423259,152116809,hepatic organoids,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559718,GSM5474295,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474295,male,NASH3 male liver explant,SRP329969
SRR15254290,RNA-Seq,100,428266300,PRJNA749873,SAMN20423259,153749371,hepatic organoids,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559718,GSM5474295,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474295,male,NASH3 male liver explant,SRP329969
SRR15254292,RNA-Seq,100,460013900,PRJNA749873,SAMN20423258,171915878,hepatic organoids,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559719,GSM5474296,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474296,male,NASH3 male liver explant,SRP329969
SRR15254293,RNA-Seq,100,473846900,PRJNA749873,SAMN20423258,175529896,hepatic organoids,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559719,GSM5474296,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474296,male,NASH3 male liver explant,SRP329969
SRR15254294,RNA-Seq,100,372728100,PRJNA749873,SAMN20423257,136323719,hepatic organoids,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559720,GSM5474297,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474297,male,NASH3 male liver explant,SRP329969
SRR15254295,RNA-Seq,100,367443700,PRJNA749873,SAMN20423257,135626327,hepatic organoids,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559720,GSM5474297,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474297,male,NASH3 male liver explant,SRP329969
SRR15254296,RNA-Seq,100,376612000,PRJNA749873,SAMN20423257,137369688,hepatic organoids,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559720,GSM5474297,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474297,male,NASH3 male liver explant,SRP329969
SRR15254297,RNA-Seq,100,397444400,PRJNA749873,SAMN20423296,145292248,hepatic organoids,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559721,GSM5474298,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474298,male,NASH4 male liver explant,SRP329969
SRR15254298,RNA-Seq,100,393877400,PRJNA749873,SAMN20423296,145230888,hepatic organoids,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559721,GSM5474298,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474298,male,NASH4 male liver explant,SRP329969
SRR15254299,RNA-Seq,100,403990500,PRJNA749873,SAMN20423296,147142449,hepatic organoids,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559721,GSM5474298,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474298,male,NASH4 male liver explant,SRP329969
SRR15254301,RNA-Seq,100,334379200,PRJNA749873,SAMN20423295,121880303,hepatic organoids,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559722,GSM5474299,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474299,male,NASH4 male liver explant,SRP329969
SRR15254302,RNA-Seq,100,343371100,PRJNA749873,SAMN20423295,123407123,hepatic organoids,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559722,GSM5474299,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474299,male,NASH4 male liver explant,SRP329969
SRR15254303,RNA-Seq,100,373492400,PRJNA749873,SAMN20423294,133992406,hepatic organoids,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559723,GSM5474300,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474300,male,NASH4 male liver explant,SRP329969
SRR15254304,RNA-Seq,100,368810400,PRJNA749873,SAMN20423294,133418994,hepatic organoids,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559723,GSM5474300,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474300,male,NASH4 male liver explant,SRP329969
SRR15254306,RNA-Seq,100,937074400,PRJNA749873,SAMN20423256,336904224,hepatic organoids,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559724,GSM5474301,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474301,female,NASH5 female liver explant,SRP329969
SRR15254307,RNA-Seq,100,931273900,PRJNA749873,SAMN20423256,337562547,hepatic organoids,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559724,GSM5474301,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474301,female,NASH5 female liver explant,SRP329969
SRR15254308,RNA-Seq,100,960630900,PRJNA749873,SAMN20423256,343185574,hepatic organoids,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559724,GSM5474301,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474301,female,NASH5 female liver explant,SRP329969
SRR15254310,RNA-Seq,100,253466600,PRJNA749873,SAMN20423255,92169202,hepatic organoids,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559725,GSM5474302,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474302,female,NASH5 female liver explant,SRP329969
SRR15254311,RNA-Seq,100,260803500,PRJNA749873,SAMN20423255,93526764,hepatic organoids,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559725,GSM5474302,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474302,female,NASH5 female liver explant,SRP329969
SRR15254312,RNA-Seq,100,393116300,PRJNA749873,SAMN20423254,142090026,hepatic organoids,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559726,GSM5474303,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474303,female,NASH5 female liver explant,SRP329969
SRR15254315,RNA-Seq,100,430389100,PRJNA749873,SAMN20423253,154914250,hepatic organoids,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559727,GSM5474304,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474304,male,NASH6 male liver explant,SRP329969
SRR15254316,RNA-Seq,100,426423500,PRJNA749873,SAMN20423253,154787725,hepatic organoids,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559727,GSM5474304,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474304,male,NASH6 male liver explant,SRP329969
SRR15254317,RNA-Seq,100,438318900,PRJNA749873,SAMN20423253,156838456,hepatic organoids,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559727,GSM5474304,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474304,male,NASH6 male liver explant,SRP329969
SRR15254319,RNA-Seq,100,530590900,PRJNA749873,SAMN20423252,193510035,hepatic organoids,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559728,GSM5474305,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474305,male,NASH6 male liver explant,SRP329969
SRR15254320,RNA-Seq,100,544380800,PRJNA749873,SAMN20423252,195765609,hepatic organoids,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559728,GSM5474305,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474305,male,NASH6 male liver explant,SRP329969
SRR15254321,RNA-Seq,100,3054232900,PRJNA749873,SAMN20423293,1096048959,hepatic organoids,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559729,GSM5474306,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474306,male,NASH6 male liver explant,SRP329969
SRR15254322,RNA-Seq,100,3026793700,PRJNA749873,SAMN20423293,1095117297,hepatic organoids,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559729,GSM5474306,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474306,male,NASH6 male liver explant,SRP329969
SRR15254323,RNA-Seq,100,3110456900,PRJNA749873,SAMN20423293,1109690593,hepatic organoids,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559729,GSM5474306,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474306,male,NASH6 male liver explant,SRP329969
SRR15254324,RNA-Seq,100,384072500,PRJNA749873,SAMN20423292,139070053,hepatic organoids,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,alcoholic cirrhosis human liver,SRX11559730,GSM5474307,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474307,female,AC alcoholic cirrhosis female liver explant,SRP329969
SRR15254325,RNA-Seq,100,378439200,PRJNA749873,SAMN20423292,138226891,hepatic organoids,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",12d hepatic differentiation of biliary organoids,alcoholic cirrhosis human liver,SRX11559730,GSM5474307,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474307,female,AC alcoholic cirrhosis female liver explant,SRP329969
SRR15254327,RNA-Seq,100,390433300,PRJNA749873,SAMN20423291,141593268,hepatic organoids,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",12d hepatic differentiation of biliary organoids,alcoholic cirrhosis human liver,SRX11559731,GSM5474308,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474308,female,AC alcoholic cirrhosis female liver explant,SRP329969
SRR15254328,RNA-Seq,100,384571000,PRJNA749873,SAMN20423291,140728878,hepatic organoids,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",12d hepatic differentiation of biliary organoids,alcoholic cirrhosis human liver,SRX11559731,GSM5474308,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474308,female,AC alcoholic cirrhosis female liver explant,SRP329969
SRR15254329,RNA-Seq,100,394290100,PRJNA749873,SAMN20423291,142470648,hepatic organoids,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",12d hepatic differentiation of biliary organoids,alcoholic cirrhosis human liver,SRX11559731,GSM5474308,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474308,female,AC alcoholic cirrhosis female liver explant,SRP329969
SRR15254330,RNA-Seq,100,360230900,PRJNA749873,SAMN20423290,129360919,hepatic organoids,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",12d hepatic differentiation of biliary organoids,alcoholic cirrhosis human liver,SRX11559732,GSM5474309,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474309,female,AC alcoholic cirrhosis female liver explant,SRP329969
SRR15254331,RNA-Seq,100,354533600,PRJNA749873,SAMN20423290,128434075,hepatic organoids,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,alcoholic cirrhosis human liver,SRX11559732,GSM5474309,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474309,female,AC alcoholic cirrhosis female liver explant,SRP329969
SRR15254332,RNA-Seq,100,362214400,PRJNA749873,SAMN20423290,129402452,hepatic organoids,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",12d hepatic differentiation of biliary organoids,alcoholic cirrhosis human liver,SRX11559732,GSM5474309,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474309,female,AC alcoholic cirrhosis female liver explant,SRP329969
SRR15254333,RNA-Seq,100,665072100,PRJNA749873,SAMN20423289,240487395,hepatic organoids,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,cystic fibropsis human liver,SRX11559733,GSM5474310,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474310,female,CF cystic fibropsis female liver explant,SRP329969
SRR15254335,RNA-Seq,100,677758800,PRJNA749873,SAMN20423289,243912817,hepatic organoids,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",12d hepatic differentiation of biliary organoids,cystic fibropsis human liver,SRX11559733,GSM5474310,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474310,female,CF cystic fibropsis female liver explant,SRP329969
SRR15254336,RNA-Seq,100,603176600,PRJNA749873,SAMN20423288,216892136,hepatic organoids,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",12d hepatic differentiation of biliary organoids,cystic fibropsis human liver,SRX11559734,GSM5474311,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474311,female,CF cystic fibropsis female liver explant,SRP329969
SRR15254337,RNA-Seq,100,598158700,PRJNA749873,SAMN20423288,216907107,hepatic organoids,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",12d hepatic differentiation of biliary organoids,cystic fibropsis human liver,SRX11559734,GSM5474311,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474311,female,CF cystic fibropsis female liver explant,SRP329969
SRR15254338,RNA-Seq,100,614756200,PRJNA749873,SAMN20423288,219675566,hepatic organoids,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",12d hepatic differentiation of biliary organoids,cystic fibropsis human liver,SRX11559734,GSM5474311,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474311,female,CF cystic fibropsis female liver explant,SRP329969
SRR15254339,RNA-Seq,100,777109600,PRJNA749873,SAMN20423268,279528084,hepatic organoids,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",12d hepatic differentiation of biliary organoids,cystic fibropsis human liver,SRX11559735,GSM5474312,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474312,female,CF cystic fibropsis female liver explant,SRP329969
SRR15254340,RNA-Seq,100,769825100,PRJNA749873,SAMN20423268,279213514,hepatic organoids,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",12d hepatic differentiation of biliary organoids,cystic fibropsis human liver,SRX11559735,GSM5474312,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474312,female,CF cystic fibropsis female liver explant,SRP329969
SRR15254341,RNA-Seq,100,790759300,PRJNA749873,SAMN20423268,282834652,hepatic organoids,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,cystic fibropsis human liver,SRX11559735,GSM5474312,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474312,female,CF cystic fibropsis female liver explant,SRP329969
SRR15254342,RNA-Seq,100,1807346800,PRJNA749873,SAMN20423267,654892585,NASH explant liver,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",direct RNA isolation from liver,cirrhotic NASH human liver,SRX11559736,GSM5474313,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474313,female,NASH5 female liver explant,SRP329969
SRR15254343,RNA-Seq,100,1790595300,PRJNA749873,SAMN20423267,654217838,NASH explant liver,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",direct RNA isolation from liver,cirrhotic NASH human liver,SRX11559736,GSM5474313,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474313,female,NASH5 female liver explant,SRP329969
SRR15254344,RNA-Seq,100,1843949900,PRJNA749873,SAMN20423267,664323067,NASH explant liver,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",direct RNA isolation from liver,cirrhotic NASH human liver,SRX11559736,GSM5474313,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474313,female,NASH5 female liver explant,SRP329969
SRR15254345,RNA-Seq,100,420846200,PRJNA749873,SAMN20423266,153272170,NASH explant liver,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",direct RNA isolation from liver,cirrhotic NASH human liver,SRX11559737,GSM5474314,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474314,female,NASH5 female liver explant,SRP329969
SRR15254347,RNA-Seq,100,434029800,PRJNA749873,SAMN20423266,157244321,NASH explant liver,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",direct RNA isolation from liver,cirrhotic NASH human liver,SRX11559737,GSM5474314,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474314,female,NASH5 female liver explant,SRP329969
SRR15254348,RNA-Seq,100,955425400,PRJNA749873,SAMN20423265,350722426,NASH explant liver,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",direct RNA isolation from liver,cirrhotic NASH human liver,SRX11559738,GSM5474315,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474315,female,NASH5 female liver explant,SRP329969
SRR15254349,RNA-Seq,100,954259700,PRJNA749873,SAMN20423265,353434688,NASH explant liver,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",direct RNA isolation from liver,cirrhotic NASH human liver,SRX11559738,GSM5474315,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474315,female,NASH5 female liver explant,SRP329969
SRR15254350,RNA-Seq,100,988044000,PRJNA749873,SAMN20423265,360785718,NASH explant liver,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",direct RNA isolation from liver,cirrhotic NASH human liver,SRX11559738,GSM5474315,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474315,female,NASH5 female liver explant,SRP329969
