Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,subject_status,tumor/non-tumor,AssemblyName,GEO_Accession (exp),intentional_duplicate (run),Library Name
SRR10969250,RNA-Seq,275,15730316493,PRJNA603277,SAMN13927139,2324172285,GEO,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX7634917,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284670,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GRCH38,GSM4284670,,
SRR10969251,RNA-Seq,268,21999011209,PRJNA603277,SAMN13927193,2921081624,GEO,public,"sra,bam","s3,gs","s3.us-east-1,gs.US",SRX7634918,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284671,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GRCH38,GSM4284671,,
SRR10969252,RNA-Seq,274,5938457733,PRJNA603277,SAMN13927192,936598987,GEO,public,"sra,bam","s3,gs","gs.US,s3.us-east-1",SRX7634919,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284672,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GRCH38,GSM4284672,,
SRR10969253,RNA-Seq,262,15375438831,PRJNA603277,SAMN13927191,2197254548,GEO,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX7634920,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284673,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GRCH38,GSM4284673,,
SRR10969254,RNA-Seq,267,30277612126,PRJNA603277,SAMN13927190,6398588138,GEO,public,"sra,bam","s3,gs","gs.US,s3.us-east-1",SRX7634921,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284674,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284674,,
SRR10969255,RNA-Seq,267,17357092869,PRJNA603277,SAMN13927189,2328930806,GEO,public,"sra,bam","gs,s3","gs.US,s3.us-east-1",SRX7634922,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284675,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GRCH38,GSM4284675,,
SRR10969256,RNA-Seq,272,20768643014,PRJNA603277,SAMN13927188,3369451147,GEO,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX7634923,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284676,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GRCH38,GSM4284676,,
SRR10969257,RNA-Seq,276,15268906078,PRJNA603277,SAMN13927187,1974910466,GEO,public,"sra,bam","s3,gs","gs.US,s3.us-east-1",SRX7634808,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284677,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284677,,
SRR10969258,RNA-Seq,272,22198479916,PRJNA603277,SAMN13927186,3871675027,GEO,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX7634809,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284678,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284678,,
SRR10969259,RNA-Seq,260,13239891705,PRJNA603277,SAMN13927185,2650129249,GEO,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX7634810,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284679,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284679,,
SRR10969260,RNA-Seq,259,13080473174,PRJNA603277,SAMN13927184,3029763044,GEO,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX7634811,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284680,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284680,,
SRR10969261,RNA-Seq,262,14655853887,PRJNA603277,SAMN13927183,2420421454,GEO,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX7634812,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284681,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284681,,
SRR10969262,RNA-Seq,263,20457920114,PRJNA603277,SAMN13927182,4911744582,GEO,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX7634813,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284682,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284682,,
SRR10969263,RNA-Seq,268,19393392320,PRJNA603277,SAMN13927181,4632400784,GEO,public,"sra,bam","gs,s3","gs.US,s3.us-east-1",SRX7634814,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284683,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284683,,
SRR10969264,RNA-Seq,263,19553192638,PRJNA603277,SAMN13927180,4014247689,GEO,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX7634815,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284684,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284684,,
SRR10969265,RNA-Seq,271,16339992706,PRJNA603277,SAMN13927179,3732626238,GEO,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX7634816,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284685,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284685,,
SRR10969266,RNA-Seq,256,14851398565,PRJNA603277,SAMN13927178,3533578038,GEO,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX7634817,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284686,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284686,,
SRR10969267,RNA-Seq,271,14202597149,PRJNA603277,SAMN13927177,2011202520,GEO,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX7634818,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284687,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284687,,
SRR10969268,RNA-Seq,273,14376985890,PRJNA603277,SAMN13927176,2111762503,GEO,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX7634819,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284688,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284688,,
SRR10969269,RNA-Seq,266,12716772249,PRJNA603277,SAMN13927175,2007610811,GEO,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX7634820,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284689,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284689,,
SRR10969270,RNA-Seq,275,15879544548,PRJNA603277,SAMN13927174,2397132537,GEO,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX7634821,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284690,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284690,,
SRR10969271,RNA-Seq,272,15482169379,PRJNA603277,SAMN13927173,2398100549,GEO,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX7634822,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284691,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284691,,
SRR10969272,RNA-Seq,269,17225801517,PRJNA603277,SAMN13927172,2628753401,GEO,public,"bam,sra","s3,gs","s3.us-east-1,gs.US",SRX7634823,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284692,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284692,,
SRR10969273,RNA-Seq,273,16570934422,PRJNA603277,SAMN13927171,2387318817,GEO,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX7634824,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284693,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284693,,
SRR10969274,RNA-Seq,281,16888740660,PRJNA603277,SAMN13927170,2333122025,GEO,public,"sra,bam","gs,s3","gs.US,s3.us-east-1",SRX7634825,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284694,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284694,,
SRR10969275,RNA-Seq,273,13981961094,PRJNA603277,SAMN13927107,1944241320,GEO,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX7634826,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284695,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284695,,
SRR10969276,RNA-Seq,262,18343812381,PRJNA603277,SAMN13927106,3392390191,GEO,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX7634827,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284696,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284696,,
SRR10969277,RNA-Seq,276,13535128752,PRJNA603277,SAMN13927105,1806601727,GEO,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX7634828,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284697,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284697,,
SRR10969278,RNA-Seq,265,13168197693,PRJNA603277,SAMN13927104,2222669216,GEO,public,"sra,bam","s3,gs","s3.us-east-1,gs.US",SRX7634829,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284698,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284698,,
SRR10969279,RNA-Seq,271,15896397145,PRJNA603277,SAMN13927103,2313683772,GEO,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX7634830,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284699,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284699,,
SRR10969280,RNA-Seq,268,14738926800,PRJNA603277,SAMN13927102,2943438973,GEO,public,"sra,bam","gs,s3","gs.US,s3.us-east-1",SRX7634831,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284700,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284700,,
SRR10969281,RNA-Seq,271,16116410682,PRJNA603277,SAMN13927101,2366968161,GEO,public,"sra,bam","s3,gs","gs.US,s3.us-east-1",SRX7634832,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284701,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284701,,
SRR10969282,RNA-Seq,268,14994245091,PRJNA603277,SAMN13927100,2387853997,GEO,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX7634833,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284702,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284702,,
SRR10969283,RNA-Seq,277,16091486048,PRJNA603277,SAMN13927099,2216841648,GEO,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX7634834,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284703,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284703,,
SRR10969284,RNA-Seq,277,13803224834,PRJNA603277,SAMN13927098,2088619201,GEO,public,"bam,sra","s3,gs","s3.us-east-1,gs.US",SRX7634835,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284704,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284704,,
SRR10969285,RNA-Seq,261,15670899533,PRJNA603277,SAMN13927097,2989854673,GEO,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX7634836,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284705,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284705,,
SRR10969286,RNA-Seq,270,19514835764,PRJNA603277,SAMN13927096,3776207218,GEO,public,"sra,bam","gs,s3","gs.US,s3.us-east-1",SRX7634837,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284706,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284706,,
SRR10969287,RNA-Seq,268,15167883526,PRJNA603277,SAMN13927095,2226061516,GEO,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX7634838,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284707,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284707,,
SRR10969288,RNA-Seq,264,15643978396,PRJNA603277,SAMN13927094,3357295036,GEO,public,"sra,bam","s3,gs","gs.US,s3.us-east-1",SRX7634839,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284708,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284708,,
SRR10969289,RNA-Seq,261,11702680797,PRJNA603277,SAMN13927093,2520845699,GEO,public,"bam,sra","s3,gs","s3.us-east-1,gs.US",SRX7634840,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284709,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284709,,
SRR10969290,RNA-Seq,275,13046579560,PRJNA603277,SAMN13927092,2122376810,GEO,public,"sra,bam","s3,gs","s3.us-east-1,gs.US",SRX7634841,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284710,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284710,,
SRR10969291,RNA-Seq,269,16496105769,PRJNA603277,SAMN13927091,3845855215,GEO,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX7634842,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284711,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284711,,
SRR10969292,RNA-Seq,272,15766814651,PRJNA603277,SAMN13927090,4020349704,GEO,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX7634843,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284712,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284712,,
SRR10969293,RNA-Seq,261,21928565942,PRJNA603277,SAMN13927089,3261082057,GEO,public,"bam,sra","s3,gs","s3.us-east-1,gs.US",SRX7634844,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284713,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284713,,
SRR10969294,RNA-Seq,268,16701357420,PRJNA603277,SAMN13927088,2852826651,GEO,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX7634845,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284714,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284714,,
SRR10969295,RNA-Seq,281,15079442770,PRJNA603277,SAMN13927087,1897647428,GEO,public,"sra,bam","s3,gs","s3.us-east-1,gs.US",SRX7634846,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284715,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284715,,
SRR10969296,RNA-Seq,274,16668592765,PRJNA603277,SAMN13927086,2862984118,GEO,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX7634847,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284716,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284716,,
SRR10969297,RNA-Seq,279,17602002264,PRJNA603277,SAMN13927085,2290246387,GEO,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX7634848,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284717,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284717,,
SRR10969298,RNA-Seq,266,24624524746,PRJNA603277,SAMN13927084,3497874954,GEO,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX7634849,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284718,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284718,,
SRR10969299,RNA-Seq,277,16274015782,PRJNA603277,SAMN13927083,2121360620,GEO,public,"sra,bam","s3,gs","gs.US,s3.us-east-1",SRX7634850,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284719,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284719,,
SRR10969300,RNA-Seq,269,20735117933,PRJNA603277,SAMN13927082,3137926469,GEO,public,"bam,sra","s3,gs","s3.us-east-1,gs.US",SRX7634851,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284720,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284720,,
SRR10969301,RNA-Seq,277,14315067295,PRJNA603277,SAMN13927164,1958561433,GEO,public,"sra,bam","s3,gs","gs.US,s3.us-east-1",SRX7634852,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284721,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284721,,
SRR10969302,RNA-Seq,273,16862243006,PRJNA603277,SAMN13927163,2366075868,GEO,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX7634853,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284722,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284722,,
SRR10969303,RNA-Seq,277,16205476548,PRJNA603277,SAMN13927162,2156338283,GEO,public,"sra,bam","s3,gs","s3.us-east-1,gs.US",SRX7634854,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284723,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284723,,
SRR10969304,RNA-Seq,264,15801695337,PRJNA603277,SAMN13927161,2446989875,GEO,public,"bam,sra","s3,gs","s3.us-east-1,gs.US",SRX7634855,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284724,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284724,,
SRR10969305,RNA-Seq,278,14479935022,PRJNA603277,SAMN13927138,1999643956,GEO,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX7634856,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284725,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284725,,
SRR10969306,RNA-Seq,268,15578706517,PRJNA603277,SAMN13927137,2316825814,GEO,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX7634857,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284726,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284726,,
SRR10969307,RNA-Seq,275,15144772862,PRJNA603277,SAMN13927136,2122678130,GEO,public,"sra,bam","s3,gs","s3.us-east-1,gs.US",SRX7634858,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284727,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284727,,
SRR10969308,RNA-Seq,265,15181112538,PRJNA603277,SAMN13927135,2283795115,GEO,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX7634859,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284728,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284728,,
SRR10969309,RNA-Seq,277,17602771604,PRJNA603277,SAMN13927160,2332132123,GEO,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX7634860,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284729,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284729,,
SRR10969310,RNA-Seq,271,14916784324,PRJNA603277,SAMN13927159,2271862265,GEO,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX7634861,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284730,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284730,,
SRR10969311,RNA-Seq,265,20438494128,PRJNA603277,SAMN13927158,3797775145,GEO,public,"bam,sra","s3,gs","s3.us-east-1,gs.US",SRX7634862,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284731,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284731,,
SRR10969312,RNA-Seq,268,13283836443,PRJNA603277,SAMN13927157,2367936182,GEO,public,"sra,bam","s3,gs","s3.us-east-1,gs.US",SRX7634863,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284732,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284732,,
SRR10969313,RNA-Seq,280,14540178661,PRJNA603277,SAMN13927156,1835946274,GEO,public,"sra,bam","s3,gs","gs.US,s3.us-east-1",SRX7634864,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284733,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284733,,
SRR10969314,RNA-Seq,272,15103152614,PRJNA603277,SAMN13927155,2828396161,GEO,public,"sra,bam","s3,gs","s3.us-east-1,gs.US",SRX7634865,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284734,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284734,,
