Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_subset,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease_state,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR3924255,RNA-Seq,50,280815500,PRJNA329186,SAMN05392603,130210043,Memory CD3+CD8+ T cells,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950682,GSM2236307,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236307,Cryopreserved PBMC,SRP078560
SRR3924260,RNA-Seq,50,263287900,PRJNA329186,SAMN05392607,120297322,Memory CD3+CD8+ T cells,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950684,GSM2236309,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236309,Cryopreserved PBMC,SRP078560
SRR3924261,RNA-Seq,50,267331000,PRJNA329186,SAMN05392607,121211522,Memory CD3+CD8+ T cells,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950684,GSM2236309,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236309,Cryopreserved PBMC,SRP078560
SRR3924262,RNA-Seq,50,266433050,PRJNA329186,SAMN05392607,121171769,Memory CD3+CD8+ T cells,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950684,GSM2236309,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236309,Cryopreserved PBMC,SRP078560
SRR3924263,RNA-Seq,50,268717150,PRJNA329186,SAMN05392607,122596939,Memory CD3+CD8+ T cells,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950684,GSM2236309,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236309,Cryopreserved PBMC,SRP078560
SRR3924268,RNA-Seq,50,299508400,PRJNA329186,SAMN05392609,137667990,Memory CD3+CD8+ T cells,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950686,GSM2236311,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236311,Cryopreserved PBMC,SRP078560
SRR3924269,RNA-Seq,50,301584100,PRJNA329186,SAMN05392609,137985139,Memory CD3+CD8+ T cells,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950686,GSM2236311,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236311,Cryopreserved PBMC,SRP078560
SRR3924270,RNA-Seq,50,301682050,PRJNA329186,SAMN05392609,138210445,Memory CD3+CD8+ T cells,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950686,GSM2236311,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236311,Cryopreserved PBMC,SRP078560
SRR3924271,RNA-Seq,50,305278700,PRJNA329186,SAMN05392609,140198350,Memory CD3+CD8+ T cells,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950686,GSM2236311,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236311,Cryopreserved PBMC,SRP078560
SRR3924276,RNA-Seq,50,184230350,PRJNA329186,SAMN05392611,93084184,Memory CD3+CD8+ T cells,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950688,GSM2236313,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236313,Cryopreserved PBMC,SRP078560
SRR3924277,RNA-Seq,50,167354250,PRJNA329186,SAMN05392611,85295933,Memory CD3+CD8+ T cells,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950688,GSM2236313,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236313,Cryopreserved PBMC,SRP078560
SRR3924278,RNA-Seq,50,156447900,PRJNA329186,SAMN05392611,80607043,Memory CD3+CD8+ T cells,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950688,GSM2236313,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236313,Cryopreserved PBMC,SRP078560
SRR3924279,RNA-Seq,50,177489350,PRJNA329186,SAMN05392611,90338573,Memory CD3+CD8+ T cells,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950688,GSM2236313,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236313,Cryopreserved PBMC,SRP078560
SRR3924284,RNA-Seq,50,313751450,PRJNA329186,SAMN05392613,144434326,Memory CD3+CD8+ T cells,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950690,GSM2236315,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236315,Cryopreserved PBMC,SRP078560
SRR3924285,RNA-Seq,50,315508350,PRJNA329186,SAMN05392613,144215336,Memory CD3+CD8+ T cells,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950690,GSM2236315,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236315,Cryopreserved PBMC,SRP078560
SRR3924286,RNA-Seq,50,315092750,PRJNA329186,SAMN05392613,144544035,Memory CD3+CD8+ T cells,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950690,GSM2236315,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236315,Cryopreserved PBMC,SRP078560
SRR3924287,RNA-Seq,50,316409300,PRJNA329186,SAMN05392613,145573390,Memory CD3+CD8+ T cells,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950690,GSM2236315,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236315,Cryopreserved PBMC,SRP078560
SRR3924152,RNA-Seq,50,343865950,PRJNA329186,SAMN05392620,158124073,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950657,GSM2236282,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236282,Cryopreserved PBMC,SRP078560
SRR3924176,RNA-Seq,50,361051700,PRJNA329186,SAMN05392626,164623303,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950663,GSM2236288,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236288,Cryopreserved PBMC,SRP078560
SRR3924186,RNA-Seq,50,362864800,PRJNA329186,SAMN05392628,166265517,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950665,GSM2236290,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236290,Cryopreserved PBMC,SRP078560
SRR3924264,RNA-Seq,50,285454050,PRJNA329186,SAMN05392608,130851836,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950685,GSM2236310,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236310,Cryopreserved PBMC,SRP078560
SRR3924201,RNA-Seq,50,233193250,PRJNA329186,SAMN05392632,108535836,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950669,GSM2236294,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236294,Cryopreserved PBMC,SRP078560
SRR3924226,RNA-Seq,50,263895500,PRJNA329186,SAMN05392638,121649337,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950675,GSM2236300,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236300,Cryopreserved PBMC,SRP078560
SRR3924258,RNA-Seq,50,257327250,PRJNA329186,SAMN05392604,118333474,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950683,GSM2236308,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236308,Cryopreserved PBMC,SRP078560
SRR3924147,RNA-Seq,50,279540400,PRJNA329186,SAMN05392618,128879195,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950655,GSM2236280,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236280,Cryopreserved PBMC,SRP078560
SRR3924155,RNA-Seq,50,347032800,PRJNA329186,SAMN05392620,159285361,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950657,GSM2236282,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236282,Cryopreserved PBMC,SRP078560
SRR3924160,RNA-Seq,50,361975100,PRJNA329186,SAMN05392622,165871629,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950659,GSM2236284,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236284,Cryopreserved PBMC,SRP078560
SRR3924162,RNA-Seq,50,364601800,PRJNA329186,SAMN05392622,166502330,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950659,GSM2236284,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236284,Cryopreserved PBMC,SRP078560
SRR3924211,RNA-Seq,50,155054750,PRJNA329186,SAMN05392634,78995067,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950671,GSM2236296,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236296,Cryopreserved PBMC,SRP078560
SRR3924283,RNA-Seq,50,328834250,PRJNA329186,SAMN05392612,151333206,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950689,GSM2236314,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236314,Cryopreserved PBMC,SRP078560
SRR3924209,RNA-Seq,50,146683400,PRJNA329186,SAMN05392634,74825924,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950671,GSM2236296,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236296,Cryopreserved PBMC,SRP078560
SRR3924259,RNA-Seq,50,262187350,PRJNA329186,SAMN05392604,120676930,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950683,GSM2236308,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236308,Cryopreserved PBMC,SRP078560
SRR3924233,RNA-Seq,50,275622300,PRJNA329186,SAMN05392606,125881883,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950677,GSM2236302,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236302,Cryopreserved PBMC,SRP078560
SRR3924248,RNA-Seq,50,474002850,PRJNA329186,SAMN05392602,217136484,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950681,GSM2236306,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236306,Cryopreserved PBMC,SRP078560
SRR3924275,RNA-Seq,50,281892900,PRJNA329186,SAMN05392610,129131412,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950687,GSM2236312,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236312,Cryopreserved PBMC,SRP078560
SRR3924163,RNA-Seq,50,366378650,PRJNA329186,SAMN05392622,167721909,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950659,GSM2236284,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236284,Cryopreserved PBMC,SRP078560
SRR3924169,RNA-Seq,50,314403850,PRJNA329186,SAMN05392624,143143403,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950661,GSM2236286,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236286,Cryopreserved PBMC,SRP078560
SRR3924171,RNA-Seq,50,313916100,PRJNA329186,SAMN05392624,143822144,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950661,GSM2236286,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236286,Cryopreserved PBMC,SRP078560
SRR3924179,RNA-Seq,50,364271700,PRJNA329186,SAMN05392626,165971351,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950663,GSM2236288,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236288,Cryopreserved PBMC,SRP078560
SRR3924184,RNA-Seq,50,360260150,PRJNA329186,SAMN05392628,165768784,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950665,GSM2236290,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236290,Cryopreserved PBMC,SRP078560
SRR3924200,RNA-Seq,50,235924100,PRJNA329186,SAMN05392632,109862061,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950669,GSM2236294,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236294,Cryopreserved PBMC,SRP078560
SRR3924203,RNA-Seq,50,239475200,PRJNA329186,SAMN05392632,111494199,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950669,GSM2236294,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236294,Cryopreserved PBMC,SRP078560
SRR3924208,RNA-Seq,50,162740550,PRJNA329186,SAMN05392634,82138725,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950671,GSM2236296,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236296,Cryopreserved PBMC,SRP078560
SRR3924219,RNA-Seq,50,255566300,PRJNA329186,SAMN05392636,117895658,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950673,GSM2236298,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236298,Cryopreserved PBMC,SRP078560
SRR3924266,RNA-Seq,50,288950600,PRJNA329186,SAMN05392608,131973452,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950685,GSM2236310,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236310,Cryopreserved PBMC,SRP078560
SRR3924267,RNA-Seq,50,290891750,PRJNA329186,SAMN05392608,133274134,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950685,GSM2236310,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236310,Cryopreserved PBMC,SRP078560
SRR3924274,RNA-Seq,50,277068100,PRJNA329186,SAMN05392610,126790063,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950687,GSM2236312,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236312,Cryopreserved PBMC,SRP078560
SRR3924281,RNA-Seq,50,327872150,PRJNA329186,SAMN05392612,150073687,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950689,GSM2236314,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236314,Cryopreserved PBMC,SRP078560
SRR3924282,RNA-Seq,50,328003900,PRJNA329186,SAMN05392612,150610412,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950689,GSM2236314,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236314,Cryopreserved PBMC,SRP078560
SRR3924129,RNA-Seq,50,265232650,PRJNA329186,SAMN05392614,124504216,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950651,GSM2236276,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236276,Cryopreserved PBMC,SRP078560
SRR3924131,RNA-Seq,50,273629850,PRJNA329186,SAMN05392614,128504081,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950651,GSM2236276,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236276,Cryopreserved PBMC,SRP078560
SRR3924145,RNA-Seq,50,273193400,PRJNA329186,SAMN05392618,125774758,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950655,GSM2236280,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236280,Cryopreserved PBMC,SRP078560
SRR3924154,RNA-Seq,50,346219200,PRJNA329186,SAMN05392620,158505224,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950657,GSM2236282,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236282,Cryopreserved PBMC,SRP078560
SRR3924232,RNA-Seq,50,273745150,PRJNA329186,SAMN05392606,125784402,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950677,GSM2236302,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236302,Cryopreserved PBMC,SRP078560
SRR3924240,RNA-Seq,50,260607900,PRJNA329186,SAMN05392600,119581961,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950679,GSM2236304,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236304,Cryopreserved PBMC,SRP078560
SRR3924256,RNA-Seq,50,257222700,PRJNA329186,SAMN05392604,118474039,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950683,GSM2236308,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236308,Cryopreserved PBMC,SRP078560
SRR3924144,RNA-Seq,50,276200200,PRJNA329186,SAMN05392618,127358527,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950655,GSM2236280,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236280,Cryopreserved PBMC,SRP078560
SRR3924192,RNA-Seq,50,303549950,PRJNA329186,SAMN05392630,139462909,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950667,GSM2236292,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236292,Cryopreserved PBMC,SRP078560
SRR3924280,RNA-Seq,50,326497350,PRJNA329186,SAMN05392612,150524231,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950689,GSM2236314,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236314,Cryopreserved PBMC,SRP078560
SRR3924185,RNA-Seq,50,364798700,PRJNA329186,SAMN05392628,166601461,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950665,GSM2236290,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236290,Cryopreserved PBMC,SRP078560
SRR3924227,RNA-Seq,50,266521600,PRJNA329186,SAMN05392638,122874604,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950675,GSM2236300,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236300,Cryopreserved PBMC,SRP078560
SRR3924265,RNA-Seq,50,289539200,PRJNA329186,SAMN05392608,131948278,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950685,GSM2236310,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236310,Cryopreserved PBMC,SRP078560
