Run;Assay Type;AvgSpotLen;Bases;BioProject;BioSample;Bytes;Cell_Line;Cell_type;Center Name;Consent;DATASTORE filetype;DATASTORE provider;DATASTORE region;Experiment;GEO_Accession (exp);Instrument;LibraryLayout;LibrarySelection;LibrarySource;Organism;Platform;ReleaseDate;Sample Name;source_name;SRA Study;;;
SRR7820954;RNA-Seq;258;12701393923;PRJNA490436;SAMN10036406;4906989028;1919;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672121;GSM3384819;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384819;glioblastoma stem cell;SRP161553;;;SRR7820954
SRR7820955;RNA-Seq;261;13421487526;PRJNA490436;SAMN10036405;5206364745;MESMN1;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672122;GSM3384820;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384820;glioblastoma stem cell;SRP161553;;;SRR7820955
SRR7820956;RNA-Seq;260;12741955146;PRJNA490436;SAMN10036404;4895300440;1806;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672123;GSM3384821;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384821;glioblastoma stem cell;SRP161553;;;SRR7820956
SRR7820957;RNA-Seq;253;14219850981;PRJNA490436;SAMN10036403;5564197837;3679;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672124;GSM3384822;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384822;glioblastoma stem cell;SRP161553;;;SRR7820957
SRR7820958;RNA-Seq;259;13278842179;PRJNA490436;SAMN10036402;5148479617;3655;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672125;GSM3384823;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384823;glioblastoma stem cell;SRP161553;;;SRR7820958
SRR7820959;RNA-Seq;259;14660583253;PRJNA490436;SAMN10036401;5667353376;2235;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672126;GSM3384824;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384824;glioblastoma stem cell;SRP161553;;;SRR7820959
SRR7820960;RNA-Seq;260;13015783044;PRJNA490436;SAMN10036400;4989038852;3094;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672127;GSM3384825;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384825;glioblastoma stem cell;SRP161553;;;SRR7820960
SRR7820961;RNA-Seq;260;11938171347;PRJNA490436;SAMN10036456;4564842384;2223;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672128;GSM3384826;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384826;glioblastoma stem cell;SRP161553;;;SRR7820961
SRR7820962;RNA-Seq;259;15156717560;PRJNA490436;SAMN10036455;5848641281;3332;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672129;GSM3384827;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384827;glioblastoma stem cell;SRP161553;;;SRR7820962
SRR7820963;RNA-Seq;255;12102439552;PRJNA490436;SAMN10036454;4692978763;CW2012;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672130;GSM3384828;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384828;glioblastoma stem cell;SRP161553;;;SRR7820963
SRR7820964;RNA-Seq;257;12478885402;PRJNA490436;SAMN10036453;4750275805;DIX28;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672131;GSM3384829;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384829;glioblastoma stem cell;SRP161553;;;SRR7820964
SRR7820965;RNA-Seq;260;12407721242;PRJNA490436;SAMN10036452;4776130634;1517;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672132;GSM3384830;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384830;glioblastoma stem cell;SRP161553;;;SRR7820965
SRR7820966;RNA-Seq;260;14372735667;PRJNA490436;SAMN10036451;5595697593;1691B;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672133;GSM3384831;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384831;glioblastoma stem cell;SRP161553;;;SRR7820966
SRR7820967;RNA-Seq;262;11817249825;PRJNA490436;SAMN10036450;4519276711;2188-1;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672134;GSM3384832;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384832;glioblastoma stem cell;SRP161553;;;SRR7820967
SRR7820968;RNA-Seq;263;12477522149;PRJNA490436;SAMN10036449;4792763549;2907;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672135;GSM3384833;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384833;glioblastoma stem cell;SRP161553;;;SRR7820968
SRR7820969;RNA-Seq;256;12643729243;PRJNA490436;SAMN10036448;5155246795;3038;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672136;GSM3384834;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384834;glioblastoma stem cell;SRP161553;;;SRR7820969
SRR7820970;RNA-Seq;253;13701640445;PRJNA490436;SAMN10036447;5371865226;CW1914-2;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672137;GSM3384835;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384835;glioblastoma stem cell;SRP161553;;;SRR7820970
SRR7820971;RNA-Seq;253;15801312695;PRJNA490436;SAMN10036446;6194265602;3214;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672138;GSM3384836;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384836;glioblastoma stem cell;SRP161553;;;SRR7820971
SRR7820972;RNA-Seq;255;12493712909;PRJNA490436;SAMN10036445;4868704170;CW839;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672139;GSM3384837;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384837;glioblastoma stem cell;SRP161553;;;SRR7820972
SRR7820973;RNA-Seq;261;14953048762;PRJNA490436;SAMN10036444;5779936431;DIX18;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672140;GSM3384838;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384838;glioblastoma stem cell;SRP161553;;;SRR7820973
SRR7820974;RNA-Seq;257;12961272813;PRJNA490436;SAMN10036443;5019582794;HNP1;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672141;GSM3384839;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384839;glioblastoma stem cell;SRP161553;;;SRR7820974
SRR7820975;RNA-Seq;261;13784488678;PRJNA490436;SAMN10036442;5346996364;HSJD012;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672142;GSM3384840;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384840;glioblastoma stem cell;SRP161553;;;SRR7820975
SRR7820976;RNA-Seq;255;12918472858;PRJNA490436;SAMN10036441;5021402981;MES28;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672143;GSM3384841;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384841;glioblastoma stem cell;SRP161553;;;SRR7820976
SRR7820977;RNA-Seq;263;11792080237;PRJNA490436;SAMN10036440;4472699060;3264;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672144;GSM3384842;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384842;glioblastoma stem cell;SRP161553;;;SRR7820977
SRR7820978;RNA-Seq;260;13170487150;PRJNA490436;SAMN10036439;5057532476;670;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672145;GSM3384843;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384843;glioblastoma stem cell;SRP161553;;;SRR7820978
SRR7820979;RNA-Seq;261;12270470107;PRJNA490436;SAMN10036421;4758208856;CLASSPB1;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672146;GSM3384844;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384844;glioblastoma stem cell;SRP161553;;;SRR7820979
SRR7820980;RNA-Seq;254;12650442045;PRJNA490436;SAMN10036420;4918327266;CW789;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672147;GSM3384845;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384845;glioblastoma stem cell;SRP161553;;;SRR7820980
SRR7820981;RNA-Seq;260;12441987869;PRJNA490436;SAMN10036419;4771165653;GSC23;glioblastoma stem cell;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672148;GSM3384846;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384846;glioblastoma stem cell;SRP161553;;;SRR7820981
SRR7820982;RNA-Seq;260;12585877459;PRJNA490436;SAMN10036418;4828868728;NSC194;neural stem cells;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672149;GSM3384847;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384847;neural stem cells;SRP161553;;SRR7820982;SRR7820982
SRR7820983;RNA-Seq;262;16458998432;PRJNA490436;SAMN10036438;6321776711;NM55;neural stem cells;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672150;GSM3384848;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384848;neural stem cells;SRP161553;;SRR7820983;SRR7820983
SRR7820984;RNA-Seq;260;14267664938;PRJNA490436;SAMN10036437;5528554029;ENSA;neural stem cells;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672151;GSM3384849;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384849;neural stem cells;SRP161553;;SRR7820984;SRR7820984
SRR7820985;RNA-Seq;262;12411226419;PRJNA490436;SAMN10036436;4784705818;HFNSCFB;neural stem cells;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672152;GSM3384850;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384850;neural stem cells;SRP161553;;SRR7820985;SRR7820985
SRR7820986;RNA-Seq;261;14051614814;PRJNA490436;SAMN10036422;5435879147;CB660;neural stem cells;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672153;GSM3384851;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384851;neural stem cells;SRP161553;;SRR7820986;SRR7820986
SRR7820987;RNA-Seq;261;14083518018;PRJNA490436;SAMN10036417;5469733818;NM53;neural stem cells;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672154;GSM3384852;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384852;neural stem cells;SRP161553;;SRR7820987;SRR7820987
SRR7820988;RNA-Seq;262;13421442604;PRJNA490436;SAMN10036425;5140842001;NM176;neural stem cells;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672155;GSM3384853;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384853;neural stem cells;SRP161553;;SRR7820988;SRR7820988
SRR7820989;RNA-Seq;263;12871092465;PRJNA490436;SAMN10036424;4895524529;NM177;neural stem cells;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672156;GSM3384854;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384854;neural stem cells;SRP161553;;SRR7820989;SRR7820989
SRR7820990;RNA-Seq;259;14292873803;PRJNA490436;SAMN10036423;5496744732;NSC11;neural stem cells;GEO;public;fastq,sra;gs,ncbi,s3;gs.US,ncbi.public,s3.us-east-1;SRX4672157;GSM3384855;Illumina HiSeq 2500;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2019-03-19T00:00:00Z;GSM3384855;neural stem cells;SRP161553;;SRR7820990;SRR7820990
