Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),infection,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,time_point,tissue,dangling_references (run)
SRR8198022,RNA-Seq,GRCh37.p13,115,2344209068,PRJNA505785,SAMN10435260,1383018080,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017399,GSM3476420,Uninfected,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476420,Peripheral Blood Mononuclear Cells,SRP169071,96 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198023,RNA-Seq,GRCh37.p13,114,2262417495,PRJNA505785,SAMN10435259,1343723252,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017400,GSM3476421,Infected with BCG,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476421,Peripheral Blood Mononuclear Cells,SRP169071,96 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198024,RNA-Seq,GRCh37.p13,115,2718867247,PRJNA505785,SAMN10435258,1609573288,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017401,GSM3476422,Infected with R179,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476422,Peripheral Blood Mononuclear Cells,SRP169071,96 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198025,RNA-Seq,GRCh37.p13,115,2263995433,PRJNA505785,SAMN10435257,1356536858,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017402,GSM3476423,Uninfected,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476423,Peripheral Blood Mononuclear Cells,SRP169071,12 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198026,RNA-Seq,GRCh37.p13,115,2688311642,PRJNA505785,SAMN10435256,1585487234,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017403,GSM3476424,Infected with M Smeg,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476424,Peripheral Blood Mononuclear Cells,SRP169071,12 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198027,RNA-Seq,GRCh37.p13,116,2600984262,PRJNA505785,SAMN10435255,1531332623,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017404,GSM3476425,Infected with BCG,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476425,Peripheral Blood Mononuclear Cells,SRP169071,12 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198028,RNA-Seq,GRCh37.p13,116,2686396041,PRJNA505785,SAMN10435254,1580304169,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017405,GSM3476426,Infected with R179,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476426,Peripheral Blood Mononuclear Cells,SRP169071,12 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198029,RNA-Seq,GRCh37.p13,115,2204208386,PRJNA505785,SAMN10435253,1303766138,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017406,GSM3476427,Uninfected,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476427,Peripheral Blood Mononuclear Cells,SRP169071,96 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198030,RNA-Seq,GRCh37.p13,115,2345692192,PRJNA505785,SAMN10435252,1387611073,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017407,GSM3476428,Infected with BCG,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476428,Peripheral Blood Mononuclear Cells,SRP169071,96 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198031,RNA-Seq,GRCh37.p13,116,2372066929,PRJNA505785,SAMN10435251,1409597481,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017408,GSM3476429,Infected with R179,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476429,Peripheral Blood Mononuclear Cells,SRP169071,96 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198032,RNA-Seq,GRCh37.p13,116,2867434601,PRJNA505785,SAMN10435250,1697063849,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017409,GSM3476430,Uninfected,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476430,Peripheral Blood Mononuclear Cells,SRP169071,12 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198033,RNA-Seq,GRCh37.p13,117,2718819320,PRJNA505785,SAMN10435249,1623163129,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017410,GSM3476431,Infected with M Smeg,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476431,Peripheral Blood Mononuclear Cells,SRP169071,12 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198034,RNA-Seq,GRCh37.p13,117,2704169235,PRJNA505785,SAMN10435248,1611370471,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017411,GSM3476432,Infected with BCG,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476432,Peripheral Blood Mononuclear Cells,SRP169071,12 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198035,RNA-Seq,GRCh37.p13,117,2498445015,PRJNA505785,SAMN10435247,1517327807,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017412,GSM3476433,Infected with R179,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476433,Peripheral Blood Mononuclear Cells,SRP169071,12 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198036,RNA-Seq,GRCh37.p13,115,2679989887,PRJNA505785,SAMN10435246,1600876218,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017413,GSM3476434,Uninfected,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476434,Peripheral Blood Mononuclear Cells,SRP169071,96 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198037,RNA-Seq,GRCh37.p13,115,3196355742,PRJNA505785,SAMN10435245,1856274162,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017414,GSM3476435,Infected with BCG,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476435,Peripheral Blood Mononuclear Cells,SRP169071,96 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198038,RNA-Seq,GRCh37.p13,115,2745168017,PRJNA505785,SAMN10435244,1607881800,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017415,GSM3476436,Infected with R179,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476436,Peripheral Blood Mononuclear Cells,SRP169071,96 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198039,RNA-Seq,GRCh37.p13,116,2540378261,PRJNA505785,SAMN10435243,1530079177,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017416,GSM3476437,Uninfected,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476437,Peripheral Blood Mononuclear Cells,SRP169071,12 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198040,RNA-Seq,GRCh37.p13,116,2586454409,PRJNA505785,SAMN10435242,1546632478,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017417,GSM3476438,Infected with M Smeg,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476438,Peripheral Blood Mononuclear Cells,SRP169071,12 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198041,RNA-Seq,GRCh37.p13,118,2344496209,PRJNA505785,SAMN10435241,1437793269,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017418,GSM3476439,Infected with BCG,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476439,Peripheral Blood Mononuclear Cells,SRP169071,12 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198042,RNA-Seq,GRCh37.p13,116,2822358493,PRJNA505785,SAMN10435240,1644783937,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017419,GSM3476440,Infected with R179,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476440,Peripheral Blood Mononuclear Cells,SRP169071,12 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198043,RNA-Seq,GRCh37.p13,115,2499579151,PRJNA505785,SAMN10435274,1483938145,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017420,GSM3476441,Uninfected,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476441,Peripheral Blood Mononuclear Cells,SRP169071,96 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198044,RNA-Seq,GRCh37.p13,116,2029211851,PRJNA505785,SAMN10435273,1229745684,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017421,GSM3476442,Infected with BCG,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476442,Peripheral Blood Mononuclear Cells,SRP169071,96 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198045,RNA-Seq,GRCh37.p13,116,2547809260,PRJNA505785,SAMN10435272,1528189453,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017422,GSM3476443,Infected with R179,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476443,Peripheral Blood Mononuclear Cells,SRP169071,96 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198046,RNA-Seq,GRCh37.p13,118,2844596806,PRJNA505785,SAMN10435271,1679952715,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017423,GSM3476444,Uninfected,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476444,Peripheral Blood Mononuclear Cells,SRP169071,12 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198047,RNA-Seq,GRCh37.p13,117,2636961747,PRJNA505785,SAMN10435270,1547521090,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017424,GSM3476445,Infected with M Smeg,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476445,Peripheral Blood Mononuclear Cells,SRP169071,12 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198048,RNA-Seq,GRCh37.p13,118,2346859386,PRJNA505785,SAMN10435269,1427942964,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017425,GSM3476446,Infected with BCG,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476446,Peripheral Blood Mononuclear Cells,SRP169071,12 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198049,RNA-Seq,GRCh37,117,2404679621,PRJNA505785,SAMN10435268,1426104696,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017426,GSM3476447,Infected with R179,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476447,Peripheral Blood Mononuclear Cells,SRP169071,12 hours post infection,Peripheral Blood Mononuclear Cells,
SRR8198050,RNA-Seq,GRCh37.p13,115,2592335238,PRJNA505785,SAMN10435267,1554212613,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017427,GSM3476448,Uninfected,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476448,Peripheral Blood Mononuclear Cells,SRP169071,96 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198051,RNA-Seq,GRCh37,115,2899579641,PRJNA505785,SAMN10435266,1651818486,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017428,GSM3476449,Infected with BCG,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476449,Peripheral Blood Mononuclear Cells,SRP169071,96 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
SRR8198052,RNA-Seq,GRCh37.p13,115,2402904310,PRJNA505785,SAMN10435265,1433619630,GEO,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5017429,GSM3476450,Infected with R179,Ion Torrent Proton,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2019-12-02T00:00:00Z,GSM3476450,Peripheral Blood Mononuclear Cells,SRP169071,96 hours post infection,Peripheral Blood Mononuclear Cells,treat_as_unmapped
