Run,Assay Type,AvgSpotLen,Bases,Biomaterial_provider,BioProject,BioSample,Bytes,Center Name,chip_antibody,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease_state,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,tissue
SRR9018155,ChIP-Seq,74,1479212221,CNDR brain bank (Penn),PRJNA541273,SAMN11581307,637908412,GEO,H3K122ac - Abcam #33309,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Young,SRX5796291,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752876,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018156,ChIP-Seq,74,1653184062,CNDR brain bank (Penn),PRJNA541273,SAMN11581361,708948618,GEO,H3K122ac - Abcam #33309,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Young,SRX5796292,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752877,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018157,ChIP-Seq,74,1402369001,CNDR brain bank (Penn),PRJNA541273,SAMN11581298,601760909,GEO,H3K122ac - Abcam #33309,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Young,SRX5796293,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752878,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018158,ChIP-Seq,74,1365798238,CNDR brain bank (Penn),PRJNA541273,SAMN11581297,588459300,GEO,H3K122ac - Abcam #33309,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Young,SRX5796294,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752879,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018159,ChIP-Seq,74,1357868109,CNDR brain bank (Penn),PRJNA541273,SAMN11581296,585050858,GEO,H3K122ac - Abcam #33309,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Young,SRX5796295,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752880,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018160,ChIP-Seq,74,1823972921,CNDR brain bank (Penn),PRJNA541273,SAMN11581309,785495489,GEO,H3K122ac - Abcam #33309,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Young,SRX5796296,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752881,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018161,ChIP-Seq,74,1741644741,CNDR brain bank (Penn),PRJNA541273,SAMN11581295,749588564,GEO,H3K122ac - Abcam #33309,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Young,SRX5796297,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752882,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018162,ChIP-Seq,74,1777468120,CNDR brain bank (Penn),PRJNA541273,SAMN11581294,758131084,GEO,H3K122ac - Abcam #33309,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Old,SRX5796298,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752883,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018163,ChIP-Seq,74,1424320210,CNDR brain bank (Penn),PRJNA541273,SAMN11581293,612478319,GEO,H3K122ac - Abcam #33309,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Old,SRX5796299,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752884,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018164,ChIP-Seq,74,1631525227,CNDR brain bank (Penn),PRJNA541273,SAMN11581292,702544139,GEO,H3K122ac - Abcam #33309,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Old,SRX5796300,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752885,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018165,ChIP-Seq,74,1587212517,CNDR brain bank (Penn),PRJNA541273,SAMN11581291,688944988,GEO,H3K122ac - Abcam #33309,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",Old,SRX5796301,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752886,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018166,ChIP-Seq,74,1910030797,CNDR brain bank (Penn),PRJNA541273,SAMN11581290,823452301,GEO,H3K122ac - Abcam #33309,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Old,SRX5796302,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752887,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018167,ChIP-Seq,74,1715861701,CNDR brain bank (Penn),PRJNA541273,SAMN11581289,736674923,GEO,H3K122ac - Abcam #33309,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Old,SRX5796303,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752888,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018168,ChIP-Seq,74,1275621338,CNDR brain bank (Penn),PRJNA541273,SAMN11581288,554377118,GEO,H3K122ac - Abcam #33309,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Old,SRX5796304,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752889,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018169,ChIP-Seq,74,1765978759,CNDR brain bank (Penn),PRJNA541273,SAMN11581287,755671512,GEO,H3K122ac - Abcam #33309,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Old,SRX5796305,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752890,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018170,ChIP-Seq,74,1552400249,CNDR brain bank (Penn),PRJNA541273,SAMN11581286,664765871,GEO,H3K122ac - Abcam #33309,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Old,SRX5796306,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752891,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018171,ChIP-Seq,74,1528454109,CNDR brain bank (Penn),PRJNA541273,SAMN11581285,654826640,GEO,H3K122ac - Abcam #33309,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Old,SRX5796307,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752892,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018172,ChIP-Seq,74,1754595582,CNDR brain bank (Penn),PRJNA541273,SAMN11581284,751691189,GEO,H3K122ac - Abcam #33309,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",AD,SRX5796308,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752893,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018173,ChIP-Seq,74,1447266978,CNDR brain bank (Penn),PRJNA541273,SAMN11581283,623000349,GEO,H3K122ac - Abcam #33309,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",AD,SRX5796309,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752894,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018174,ChIP-Seq,74,1587496398,CNDR brain bank (Penn),PRJNA541273,SAMN11581282,682260851,GEO,H3K122ac - Abcam #33309,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",AD,SRX5796310,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752895,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018175,ChIP-Seq,74,1672736796,CNDR brain bank (Penn),PRJNA541273,SAMN11581281,717552886,GEO,H3K122ac - Abcam #33309,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",AD,SRX5796311,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752896,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018176,ChIP-Seq,74,1692089979,CNDR brain bank (Penn),PRJNA541273,SAMN11581280,722146881,GEO,H3K122ac - Abcam #33309,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",AD,SRX5796312,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752897,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018177,ChIP-Seq,74,1627557917,CNDR brain bank (Penn),PRJNA541273,SAMN11581279,696641260,GEO,H3K122ac - Abcam #33309,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",AD,SRX5796313,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752898,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018178,ChIP-Seq,74,1598235702,CNDR brain bank (Penn),PRJNA541273,SAMN11581278,684949231,GEO,H3K122ac - Abcam #33309,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",AD,SRX5796314,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752899,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018179,ChIP-Seq,74,1306909605,CNDR brain bank (Penn),PRJNA541273,SAMN11581277,562590479,GEO,H3K122ac - Abcam #33309,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",AD,SRX5796315,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752900,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018180,ChIP-Seq,74,1595848512,CNDR brain bank (Penn),PRJNA541273,SAMN11581276,688001232,GEO,H3K122ac - Abcam #33309,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",AD,SRX5796316,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752901,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018181,ChIP-Seq,74,974604621,CNDR brain bank (Penn),PRJNA541273,SAMN11581275,421956735,GEO,H3K4me1 - Abcam #8895,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Young,SRX5796317,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752902,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018182,ChIP-Seq,74,1682588957,CNDR brain bank (Penn),PRJNA541273,SAMN11581274,718133842,GEO,H3K4me1 - Abcam #8895,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Young,SRX5796318,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752903,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018183,ChIP-Seq,74,2536542729,CNDR brain bank (Penn),PRJNA541273,SAMN11581273,1087675745,GEO,H3K4me1 - Abcam #8895,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Young,SRX5796319,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752904,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018184,ChIP-Seq,74,1660364387,CNDR brain bank (Penn),PRJNA541273,SAMN11581272,711551482,GEO,H3K4me1 - Abcam #8895,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Young,SRX5796320,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752905,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018185,ChIP-Seq,74,1862136825,CNDR brain bank (Penn),PRJNA541273,SAMN11581271,800411697,GEO,H3K4me1 - Abcam #8895,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Young,SRX5796321,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752906,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018186,ChIP-Seq,74,1656765788,CNDR brain bank (Penn),PRJNA541273,SAMN11581257,709908497,GEO,H3K4me1 - Abcam #8895,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Young,SRX5796322,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752907,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018187,ChIP-Seq,74,1762064528,CNDR brain bank (Penn),PRJNA541273,SAMN11581256,756385200,GEO,H3K4me1 - Abcam #8895,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Young,SRX5796323,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752908,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018188,ChIP-Seq,74,2007775871,CNDR brain bank (Penn),PRJNA541273,SAMN11581255,862442967,GEO,H3K4me1 - Abcam #8895,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Young,SRX5796324,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752909,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018189,ChIP-Seq,74,1418510569,CNDR brain bank (Penn),PRJNA541273,SAMN11581254,608797666,GEO,H3K4me1 - Abcam #8895,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Old,SRX5796325,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752910,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018190,ChIP-Seq,74,1203601293,CNDR brain bank (Penn),PRJNA541273,SAMN11581270,512514229,GEO,H3K4me1 - Abcam #8895,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Old,SRX5796326,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752911,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018191,ChIP-Seq,74,1668345421,CNDR brain bank (Penn),PRJNA541273,SAMN11581269,710401708,GEO,H3K4me1 - Abcam #8895,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",Old,SRX5796327,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752912,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018192,ChIP-Seq,74,1981302108,CNDR brain bank (Penn),PRJNA541273,SAMN11581206,848582967,GEO,H3K4me1 - Abcam #8895,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Old,SRX5796328,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752913,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018193,ChIP-Seq,74,1834731473,CNDR brain bank (Penn),PRJNA541273,SAMN11581253,788644816,GEO,H3K4me1 - Abcam #8895,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Old,SRX5796329,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752914,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018194,ChIP-Seq,74,1860347389,CNDR brain bank (Penn),PRJNA541273,SAMN11581252,796433194,GEO,H3K4me1 - Abcam #8895,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Old,SRX5796330,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752915,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018195,ChIP-Seq,74,1201881272,CNDR brain bank (Penn),PRJNA541273,SAMN11581251,515219684,GEO,H3K4me1 - Abcam #8895,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Old,SRX5796331,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752916,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018196,ChIP-Seq,74,1556045361,CNDR brain bank (Penn),PRJNA541273,SAMN11581250,667805419,GEO,H3K4me1 - Abcam #8895,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Old,SRX5796332,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752917,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018197,ChIP-Seq,74,2143611027,CNDR brain bank (Penn),PRJNA541273,SAMN11581249,926713160,GEO,H3K4me1 - Abcam #8895,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Old,SRX5796333,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752918,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018198,ChIP-Seq,74,2198099787,CNDR brain bank (Penn),PRJNA541273,SAMN11581248,939499460,GEO,H3K4me1 - Abcam #8895,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Old,SRX5796334,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752919,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018199,ChIP-Seq,74,1466177599,CNDR brain bank (Penn),PRJNA541273,SAMN11581247,626551176,GEO,H3K4me1 - Abcam #8895,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",AD,SRX5796335,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752920,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018200,ChIP-Seq,74,1804790724,CNDR brain bank (Penn),PRJNA541273,SAMN11581246,771742244,GEO,H3K4me1 - Abcam #8895,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",AD,SRX5796336,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752921,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018201,ChIP-Seq,74,1705006282,CNDR brain bank (Penn),PRJNA541273,SAMN11581245,727523163,GEO,H3K4me1 - Abcam #8895,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",AD,SRX5796337,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752922,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018202,ChIP-Seq,74,1702892796,CNDR brain bank (Penn),PRJNA541273,SAMN11581244,730497585,GEO,H3K4me1 - Abcam #8895,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",AD,SRX5796338,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752923,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018203,ChIP-Seq,74,1323393912,CNDR brain bank (Penn),PRJNA541273,SAMN11581243,565203317,GEO,H3K4me1 - Abcam #8895,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",AD,SRX5796339,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752924,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018204,ChIP-Seq,74,1661717350,CNDR brain bank (Penn),PRJNA541273,SAMN11581242,710943332,GEO,H3K4me1 - Abcam #8895,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",AD,SRX5796340,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752925,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018205,ChIP-Seq,74,1940690315,CNDR brain bank (Penn),PRJNA541273,SAMN11581241,830157296,GEO,H3K4me1 - Abcam #8895,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",AD,SRX5796341,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752926,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018206,ChIP-Seq,74,2359004226,CNDR brain bank (Penn),PRJNA541273,SAMN11581240,1010213797,GEO,H3K4me1 - Abcam #8895,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",AD,SRX5796342,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752927,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018207,ChIP-Seq,74,2040515786,CNDR brain bank (Penn),PRJNA541273,SAMN11581239,870737917,GEO,H3K4me1 - Abcam #8895,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",AD,SRX5796343,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752928,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018208,ChIP-Seq,74,1591373095,CNDR brain bank (Penn),PRJNA541273,SAMN11581238,682104824,GEO,H3K4me1 - Abcam #8895,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",AD,SRX5796344,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752929,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018209,ChIP-Seq,74,1448342001,CNDR brain bank (Penn),PRJNA541273,SAMN11581237,619325497,GEO,H3K4me1 - Abcam #8895,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",AD,SRX5796345,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752930,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018210,ChIP-Seq,74,1554962430,CNDR brain bank (Penn),PRJNA541273,SAMN11581236,686539137,GEO,input,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Young,SRX5796346,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752931,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018211,ChIP-Seq,74,1449654873,CNDR brain bank (Penn),PRJNA541273,SAMN11581235,639001227,GEO,input,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Young,SRX5796347,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752932,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018212,ChIP-Seq,74,1616590494,CNDR brain bank (Penn),PRJNA541273,SAMN11581233,710968795,GEO,input,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Young,SRX5796348,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752933,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018213,ChIP-Seq,73,1599664011,CNDR brain bank (Penn),PRJNA541273,SAMN11581232,710484889,GEO,input,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Young,SRX5796349,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752934,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018214,ChIP-Seq,74,1435173292,CNDR brain bank (Penn),PRJNA541273,SAMN11581231,632410840,GEO,input,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Old,SRX5796350,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752935,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018215,ChIP-Seq,73,1532201730,CNDR brain bank (Penn),PRJNA541273,SAMN11581268,676045291,GEO,input,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Old,SRX5796351,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752936,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
SRR9018216,ChIP-Seq,73,1528476186,CNDR brain bank (Penn),PRJNA541273,SAMN11581267,677530401,GEO,input,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Old,SRX5796352,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752937,Frozen postmortem brain tissue,SRP195558,Lateral temporal lobe
